seed,column,candidate,alpha,balanced_rmse,mae,mae_guard_limit,mae_guard_pass
536279090,25g,balanced,0.75,7.384124244571232,5.019331915108531,5.3884165231882,True
536279090,25g,original,0.5,7.476273475854802,5.068042965210217,5.3884165231882,True
536279090,40g,balanced,1.0,16.96963895539656,11.224278159269083,12.220994685295048,True
536279090,40g,original,0.75,16.781793232489104,11.056820849744366,12.220994685295048,True
769539383,25g,balanced,1.0,8.696437142587595,5.2176368241971245,5.731785633284003,True
769539383,25g,original,0.5,8.92235476645012,5.165370341236029,5.731785633284003,True
769539383,40g,balanced,1.0,16.187063610366792,10.980883081808557,11.789776895214334,True
769539383,40g,original,1.0,15.591094066602428,10.446514824273546,11.789776895214334,True
1362771960,25g,balanced,1.0,8.804237278658128,5.456567004284219,5.97911144466156,True
1362771960,25g,original,0.75,8.947571570002063,5.500469307616898,5.97911144466156,True
1362771960,40g,balanced,0.75,15.85430475576512,10.620145032881751,11.445636730301226,True
1362771960,40g,original,0.75,15.637998218640249,10.367600980204296,11.445636730301226,True
1425370602,25g,balanced,1.0,7.428656246062596,5.094883267782072,5.517217314557014,True
1425370602,25g,original,0.5,7.564290641353586,5.056221897540362,5.517217314557014,True
1425370602,40g,balanced,1.0,15.231217465093527,10.243453810922238,11.341135485152718,True
1425370602,40g,original,0.75,15.211651311736915,10.07686998914876,11.341135485152718,True
2767143051,25g,balanced,0.75,8.490340450619557,5.170635875995854,5.627603630325955,True
2767143051,25g,original,0.5,8.662644048656942,5.193541860147486,5.627603630325955,True
2767143051,40g,balanced,1.0,16.581644500063614,10.972837304374004,12.02022436576363,True
2767143051,40g,original,1.0,16.1270251229216,10.43601368137162,12.02022436576363,True
