selection_order,canonical_index,sample_id
0,2566,b7cf293311f83700cd9a
1,2251,66747ae127e03516ffda
2,853,2d178efe0181baca2bd5
3,1099,97b105f90c11a10a2cac
4,3276,d824f03d11ae777a2d00
5,1380,13ba7659fc6b864608f8
6,3853,85956151bfe869ac5ee6
7,1824,ab887fd709fc1dc0d59b
8,2152,a17bcdddcf0799baeee2
9,1196,85591a54c419ed02c5f5
10,3799,7654254c03d9de79740f
11,3994,b1801204c2c4a34a9278
12,3241,761c3f82d640da44966c
13,2984,63cda70afb5b740e4fa4
14,4018,52348febee6695107c49
15,2007,b66aa101a244885dd587
16,4080,c9bef93a79964dc6ede1
17,3357,19e5d078bc0eb8a91e1e
18,1153,e47aebe2660b9e1528de
19,2163,ad833f34f6b91872362d
20,1934,9ae9c8b491a04e429a11
21,1891,ca5c649ce727f8a36f41
22,2390,3cd0aa35793392d15513
23,975,292e0342682192a69fce
24,2511,ede97e1f4b6e7fe9a7eb
25,313,ae25864f890aaddebd63
26,2963,f2f1228ed527e78379ef
27,2027,59ce141f6f9f30603132
28,2980,b2ac848cc42390b01b9f
29,3583,e3a799d0fa90b649a157
30,1371,534afc6bd39a8f7923d8
31,3895,2efa93ea474f798b712a
32,3675,3f59bb6766ef6551502f
33,2181,e76b02e4aa682c4153d0
34,1878,716d04ed1943f0708912
35,851,24a9086a8e2c8015c232
36,3671,66c6a533f485d5277f2f
37,1189,477241eeda24d5f7e750
38,3795,dc9e3983cd4f98689fa7
39,1793,2c843c0ebe8a201b2da1
40,1519,c476eca5614cf9aa12d8
41,3987,c68db037670dea886720
42,141,bbb514661c0a49694d6a
43,3876,fa6fd34875fdc7acf6c1
44,593,68f56b81e86e40c37d6b
45,1497,252c027cf5a42b92c953
46,2444,22f82413c75481d74e9b
47,3151,483022b02f8329c323ac
48,4106,7155ede91e7e3232862a
49,2324,80f6a235bb59c2a7ea59
50,3623,60030aa5d07e476f04ec
51,2563,a6145bb0c9947f9515df
52,1772,9fde4f980246629c5b0d
