sample_id,source_row_1based,canonical_smiles,canonical_index,split,column,protocol,seed
57bcc79ddb88e585e433,2,CCOC(=O)/C=C/c1ccccc1,0,train,40g,legacy_filtered,525
0defe74121fd2cc056a9,3,CCOC(=O)/C=C/c1ccccc1,1,train,40g,legacy_filtered,525
d77499b6e2eaf950c51e,4,CCOC(=O)/C=C/c1ccccc1,2,train,40g,legacy_filtered,525
16e1201373d47de97027,5,CCOC(=O)/C=C/c1ccccc1,3,train,40g,legacy_filtered,525
6f6340b30a916be701cf,6,CCOC(=O)/C=C/c1ccccc1,4,train,40g,legacy_filtered,525
7d976bbe5a51508b1c3b,7,CCOC(=O)/C=C/c1ccccc1,5,train,40g,legacy_filtered,525
6bc1f063057ff5a6f53b,9,COC(=O)c1ccc(C(C)(C)C)cc1,6,train,40g,legacy_filtered,525
39f83f45ff848c0d07c5,10,COC(=O)c1ccc(C(C)(C)C)cc1,7,train,40g,legacy_filtered,525
2c25c3255cb2a14dd1d9,11,COC(=O)c1ccc(C(C)(C)C)cc1,8,train,40g,legacy_filtered,525
55d0b43c59477e399995,12,COC(=O)c1ccc(C(C)(C)C)cc1,9,valid,40g,legacy_filtered,525
9ad3dc9dcb7bf0a43a57,13,COC(=O)c1ccc(C(C)(C)C)cc1,10,test,40g,legacy_filtered,525
106964b204128f7cdb21,14,COC(=O)c1ccc(C(C)(C)C)cc1,11,test,40g,legacy_filtered,525
7229160c6686b3cd7db3,15,COC(=O)c1ccc(C(C)(C)C)cc1,12,train,40g,legacy_filtered,525
570e02cc9184c7380ac0,16,CC(C)(CCl)c1ccccc1,13,train,40g,legacy_filtered,525
3635758c147fc4311566,17,CC(C)(CCl)c1ccccc1,14,train,40g,legacy_filtered,525
f95e0e33005f3a7c9054,18,CC(C)(CCl)c1ccccc1,15,test,40g,legacy_filtered,525
ae585d0fa5d22cb49d7b,19,CC(C)(CCl)c1ccccc1,16,valid,40g,legacy_filtered,525
0deeb85b6e7589cd5e9e,20,CC(C)(CCl)c1ccccc1,17,test,40g,legacy_filtered,525
22bb78047c4e7e25b395,21,CC(C)(CCl)c1ccccc1,18,train,40g,legacy_filtered,525
c65c4f37e1f24928b5b7,22,CC(C)(CCl)c1ccccc1,19,train,40g,legacy_filtered,525
a3b2c1711d23795c4d76,23,CC(=O)c1ccc(C)cc1,20,train,40g,legacy_filtered,525
45f7c9d52f0df9080043,24,CC(=O)c1ccc(C)cc1,21,train,40g,legacy_filtered,525
4ded1bfb46b6f5b83e1e,25,CC(=O)c1ccc(C)cc1,22,train,40g,legacy_filtered,525
0181314f235159d3f314,26,CC(=O)c1ccc(C)cc1,23,train,40g,legacy_filtered,525
c2e27bd4b2b3628c4ca9,27,CC(=O)c1ccc(C)cc1,24,train,40g,legacy_filtered,525
69c992e4a12ad75f718d,30,CC(=O)CC(=O)OC(C)(C)C,25,train,40g,legacy_filtered,525
8e41a80de0a77e5be96e,31,CC(=O)CC(=O)OC(C)(C)C,26,train,40g,legacy_filtered,525
0f59eb686c5874e97397,32,CC(=O)CC(=O)OC(C)(C)C,27,train,40g,legacy_filtered,525
0c87cc32fe914162d1d6,33,CC(=O)CC(=O)OC(C)(C)C,28,train,40g,legacy_filtered,525
f00ed10ee0bed6ed169a,34,CC(=O)CC(=O)OC(C)(C)C,29,train,40g,legacy_filtered,525
f637f4d3dca6ce5c3729,37,CCOC(=O)CC(=O)c1ccccc1,30,train,40g,legacy_filtered,525
54f1fb01750847753a03,38,CCOC(=O)CC(=O)c1ccccc1,31,train,40g,legacy_filtered,525
cc8c868fc0b53f8aa81e,39,CCOC(=O)CC(=O)c1ccccc1,32,valid,40g,legacy_filtered,525
96ecc8d7211404bb0601,40,CCOC(=O)CC(=O)c1ccccc1,33,train,40g,legacy_filtered,525
eef103f1dc8232e506c0,41,CCOC(=O)CC(=O)c1ccccc1,34,valid,40g,legacy_filtered,525
bdbc3c4c4a67afcfe78f,44,COC(=O)c1ccccc1O,35,train,40g,legacy_filtered,525
abc2cd8f4a8e6314424a,45,COC(=O)c1ccccc1O,36,train,40g,legacy_filtered,525
e7e3a29ae396913d754a,46,COC(=O)c1ccccc1O,37,train,40g,legacy_filtered,525
e4b6f30d073a0d6968ae,47,COC(=O)c1ccccc1O,38,test,40g,legacy_filtered,525
e0ca14ed6bb47d76d66d,48,COC(=O)c1ccccc1O,39,train,40g,legacy_filtered,525
414e551b38e075886fc3,49,COC(=O)c1ccccc1O,40,valid,40g,legacy_filtered,525
1e87dfc5477e6684bfb3,50,COC(=O)c1ccccc1O,41,train,40g,legacy_filtered,525
5508401e93b584b0ef6e,51,COc1ccc(C=O)cc1,42,train,40g,legacy_filtered,525
4b133a3c1871a9278317,52,COc1ccc(C=O)cc1,43,valid,40g,legacy_filtered,525
ae26998c8a3eb1f269c5,53,COc1ccc(C=O)cc1,44,train,40g,legacy_filtered,525
84e59c12c97181bbf80d,54,COc1ccc(C=O)cc1,45,train,40g,legacy_filtered,525
26ac2786d2897afd9151,57,OCCCc1ccccc1,46,test,40g,legacy_filtered,525
