sample_id,source_row_1based,canonical_smiles,canonical_index,split,column,protocol,seed
2bb0b424be9f80c38013,2,CCOC(=O)c1ccccc1,0,train,25g,legacy_filtered,525
dffe78ef61ff9f0b3c95,3,CCOC(=O)c1ccccc1,1,train,25g,legacy_filtered,525
d79a3fe72ac3a9fba9cb,6,CCOC(=O)c1ccccc1,2,train,25g,legacy_filtered,525
e5fad12bd9aa5b8f139f,7,CCOC(=O)c1ccccc1,3,train,25g,legacy_filtered,525
f83bbbbcadad8cece5d1,8,CCOC(=O)c1ccccc1,4,train,25g,legacy_filtered,525
12787d4ff0c5ef2869a4,9,CCOC(=O)c1ccccc1,5,train,25g,legacy_filtered,525
807ed88222c66bdb76c2,10,CCOC(=O)c1ccccc1,6,train,25g,legacy_filtered,525
0815f76eede6a2947f79,13,CCOC(=O)c1ccccc1,7,train,25g,legacy_filtered,525
ca82919deafea92a65fa,14,CCOC(=O)c1ccccc1,8,train,25g,legacy_filtered,525
3698bb883e7b5adc6503,15,CCOC(=O)c1ccccc1,9,valid,25g,legacy_filtered,525
f22d2fd5ce5271fa56ed,16,CCOC(=O)c1ccccc1,10,test,25g,legacy_filtered,525
47a37c196cfcc8a2adcd,17,CCOC(=O)c1ccccc1,11,test,25g,legacy_filtered,525
92b4442f029bd2b52e98,18,CCOC(=O)c1ccccc1,12,train,25g,legacy_filtered,525
67c36d1c198aa43502b1,22,CCOC(=O)c1ccccc1,13,train,25g,legacy_filtered,525
a4be93de6d5738c27ca4,23,CCOC(=O)Cc1ccccc1,14,train,25g,legacy_filtered,525
ccda847b26c529ff33cf,24,CCOC(=O)Cc1ccccc1,15,test,25g,legacy_filtered,525
f973abb3536190fcd526,25,CCOC(=O)Cc1ccccc1,16,valid,25g,legacy_filtered,525
a112bc8b77fb0211e81e,26,CCOC(=O)Cc1ccccc1,17,test,25g,legacy_filtered,525
434ce0c029d26e7f46d9,27,CCOC(=O)Cc1ccccc1,18,train,25g,legacy_filtered,525
82169c113b8ac0311126,31,CCOC(=O)Cc1ccccc1,19,train,25g,legacy_filtered,525
aa61fdd9bb9a6135974f,36,CCOC(=O)Cc1ccccc1,20,train,25g,legacy_filtered,525
b4982c6fe4189a6e69ae,37,CCOC(=O)Cc1ccccc1,21,train,25g,legacy_filtered,525
1463d076a03f802af828,40,CCOC(=O)Cc1ccccc1,22,train,25g,legacy_filtered,525
f79ab1e2a84d07ac4ba6,43,CCOC(=O)Cc1ccccc1,23,train,25g,legacy_filtered,525
4e646ecf53aa1f54aa4c,45,COC(=O)c1ccccc1O,24,train,25g,legacy_filtered,525
d904ffc0b7ecd5a31e99,46,COC(=O)c1ccccc1O,25,train,25g,legacy_filtered,525
53127d2db66fef2adf5d,47,COC(=O)c1ccccc1O,26,train,25g,legacy_filtered,525
6d519fda6f562cc6a9d1,48,COC(=O)c1ccccc1O,27,train,25g,legacy_filtered,525
e3eab9862434eff9ff48,52,COC(=O)c1ccccc1O,28,train,25g,legacy_filtered,525
3f5658daadb03557f978,54,COC(=O)c1ccccc1O,29,train,25g,legacy_filtered,525
f0cd8f38ea399995c1c0,55,COC(=O)c1ccccc1O,30,train,25g,legacy_filtered,525
4a815890fd69218c7348,56,COC(=O)c1ccccc1O,31,train,25g,legacy_filtered,525
335a16c740c4c46056d8,59,COC(=O)c1ccccc1O,32,valid,25g,legacy_filtered,525
c13f53ca5fa5d58db4e3,60,COC(=O)c1ccccc1O,33,train,25g,legacy_filtered,525
be81dcc53bd497de4045,61,COC(=O)c1ccccc1O,34,valid,25g,legacy_filtered,525
79675bcf5b0e99e5b61b,64,COC(=O)c1ccccc1O,35,train,25g,legacy_filtered,525
3b862f9a958f542037f0,66,COC(=O)c1ccc(C(C)(C)C)cc1,36,train,25g,legacy_filtered,525
19d469b56d039f4b97d9,67,COC(=O)c1ccc(C(C)(C)C)cc1,37,train,25g,legacy_filtered,525
1bcc67553db325699e45,70,COC(=O)c1ccc(C(C)(C)C)cc1,38,test,25g,legacy_filtered,525
ca8d7b6d27aec00c49c2,74,CCOC(=O)C(C)Br,39,train,25g,legacy_filtered,525
322557fad8d88c9def2f,80,CCOC(=O)CC(=O)c1ccccc1,40,valid,25g,legacy_filtered,525
b48cf6017216045f161b,81,CCOC(=O)CC(=O)c1ccccc1,41,train,25g,legacy_filtered,525
3dae39678226d5c021f3,82,CCOC(=O)CC(=O)c1ccccc1,42,train,25g,legacy_filtered,525
554f6af68bde46382b43,83,CCOC(=O)CC(=O)c1ccccc1,43,test,25g,legacy_filtered,525
26b93c7f1eb64f9bb085,86,CCOC(=O)C(C)(C)Br,44,train,25g,legacy_filtered,525
d41b5b3d67de8abe1722,87,CCOC(=O)C(C)(C)Br,45,train,25g,legacy_filtered,525
5bb9c972dff9492adfe5,88,CCOC(=O)C(C)(C)Br,46,test,25g,legacy_filtered,525
46360fa3bfdc184e60c6,89,CCOC(=O)C(C)(C)Br,47,train,25g,legacy_filtered,525
2c60fd9f5b8e7a7cebe0,90,CCOC(=O)C(C)(C)Br,48,train,25g,legacy_filtered,525
b776e9fe6fb1d6ec39a7,91,CCOC(=O)C(C)(C)Br,49,train,25g,legacy_filtered,525
20d53be22d752b1ce3db,92,CCOC(=O)C(C)(C)Br,50,train,25g,legacy_filtered,525
f7d083ce300f7f32efde,93,CCOC(=O)/C=C/c1ccccc1,51,test,25g,legacy_filtered,525
50fb3c6eb81de4a012f8,94,CCOC(=O)/C=C/c1ccccc1,52,train,25g,legacy_filtered,525
1981ec7ebc0e1f69ab59,95,CCOC(=O)/C=C/c1ccccc1,53,train,25g,legacy_filtered,525
2f6ba9a4bf41d66f13e5,97,CCOC(=O)/C=C/c1ccccc1,54,train,25g,legacy_filtered,525
8f8c7a8eef2727c2faed,98,CCOC(=O)/C=C/c1ccccc1,55,valid,25g,legacy_filtered,525
00a552cee199fca32813,100,CCOC(=O)/C=C(/C)N,56,train,25g,legacy_filtered,525
0bdbf0345265fba28be3,101,CCOC(=O)/C=C(/C)N,57,train,25g,legacy_filtered,525
4a2f611598e15ac768d5,102,CCOC(=O)/C=C(/C)N,58,train,25g,legacy_filtered,525
8f7fb924ad5a7e58c9bf,105,CC(=O)CC(=O)OC(C)(C)C,59,train,25g,legacy_filtered,525
6518882abdf6d0bf6529,106,CC(=O)CC(=O)OC(C)(C)C,60,train,25g,legacy_filtered,525
47c08b4a6d6b5ba7ae19,107,CC(=O)CC(=O)OC(C)(C)C,61,train,25g,legacy_filtered,525
fa35075c7b1b11294e8b,112,CCOC(=O)/C=C(/C)N,62,train,25g,legacy_filtered,525
e82082b78656dff724ae,113,CCOC(=O)/C=C(/C)N,63,train,25g,legacy_filtered,525
