sample_id,source_row_1based,canonical_smiles,canonical_index,split,column,protocol,seed
2bb0b424be9f80c38013,2,CCOC(=O)c1ccccc1,0,train,25g,legacy_filtered,42
dffe78ef61ff9f0b3c95,3,CCOC(=O)c1ccccc1,1,valid,25g,legacy_filtered,42
d79a3fe72ac3a9fba9cb,6,CCOC(=O)c1ccccc1,2,train,25g,legacy_filtered,42
e5fad12bd9aa5b8f139f,7,CCOC(=O)c1ccccc1,3,train,25g,legacy_filtered,42
f83bbbbcadad8cece5d1,8,CCOC(=O)c1ccccc1,4,train,25g,legacy_filtered,42
12787d4ff0c5ef2869a4,9,CCOC(=O)c1ccccc1,5,train,25g,legacy_filtered,42
807ed88222c66bdb76c2,10,CCOC(=O)c1ccccc1,6,train,25g,legacy_filtered,42
0815f76eede6a2947f79,13,CCOC(=O)c1ccccc1,7,train,25g,legacy_filtered,42
ca82919deafea92a65fa,14,CCOC(=O)c1ccccc1,8,train,25g,legacy_filtered,42
3698bb883e7b5adc6503,15,CCOC(=O)c1ccccc1,9,train,25g,legacy_filtered,42
f22d2fd5ce5271fa56ed,16,CCOC(=O)c1ccccc1,10,train,25g,legacy_filtered,42
47a37c196cfcc8a2adcd,17,CCOC(=O)c1ccccc1,11,train,25g,legacy_filtered,42
92b4442f029bd2b52e98,18,CCOC(=O)c1ccccc1,12,train,25g,legacy_filtered,42
67c36d1c198aa43502b1,22,CCOC(=O)c1ccccc1,13,valid,25g,legacy_filtered,42
a4be93de6d5738c27ca4,23,CCOC(=O)Cc1ccccc1,14,train,25g,legacy_filtered,42
ccda847b26c529ff33cf,24,CCOC(=O)Cc1ccccc1,15,train,25g,legacy_filtered,42
f973abb3536190fcd526,25,CCOC(=O)Cc1ccccc1,16,train,25g,legacy_filtered,42
a112bc8b77fb0211e81e,26,CCOC(=O)Cc1ccccc1,17,train,25g,legacy_filtered,42
434ce0c029d26e7f46d9,27,CCOC(=O)Cc1ccccc1,18,train,25g,legacy_filtered,42
82169c113b8ac0311126,31,CCOC(=O)Cc1ccccc1,19,train,25g,legacy_filtered,42
aa61fdd9bb9a6135974f,36,CCOC(=O)Cc1ccccc1,20,test,25g,legacy_filtered,42
b4982c6fe4189a6e69ae,37,CCOC(=O)Cc1ccccc1,21,test,25g,legacy_filtered,42
1463d076a03f802af828,40,CCOC(=O)Cc1ccccc1,22,train,25g,legacy_filtered,42
f79ab1e2a84d07ac4ba6,43,CCOC(=O)Cc1ccccc1,23,train,25g,legacy_filtered,42
4e646ecf53aa1f54aa4c,45,COC(=O)c1ccccc1O,24,train,25g,legacy_filtered,42
d904ffc0b7ecd5a31e99,46,COC(=O)c1ccccc1O,25,train,25g,legacy_filtered,42
53127d2db66fef2adf5d,47,COC(=O)c1ccccc1O,26,train,25g,legacy_filtered,42
6d519fda6f562cc6a9d1,48,COC(=O)c1ccccc1O,27,train,25g,legacy_filtered,42
e3eab9862434eff9ff48,52,COC(=O)c1ccccc1O,28,train,25g,legacy_filtered,42
3f5658daadb03557f978,54,COC(=O)c1ccccc1O,29,train,25g,legacy_filtered,42
f0cd8f38ea399995c1c0,55,COC(=O)c1ccccc1O,30,train,25g,legacy_filtered,42
4a815890fd69218c7348,56,COC(=O)c1ccccc1O,31,train,25g,legacy_filtered,42
335a16c740c4c46056d8,59,COC(=O)c1ccccc1O,32,train,25g,legacy_filtered,42
c13f53ca5fa5d58db4e3,60,COC(=O)c1ccccc1O,33,train,25g,legacy_filtered,42
be81dcc53bd497de4045,61,COC(=O)c1ccccc1O,34,valid,25g,legacy_filtered,42
79675bcf5b0e99e5b61b,64,COC(=O)c1ccccc1O,35,train,25g,legacy_filtered,42
3b862f9a958f542037f0,66,COC(=O)c1ccc(C(C)(C)C)cc1,36,train,25g,legacy_filtered,42
19d469b56d039f4b97d9,67,COC(=O)c1ccc(C(C)(C)C)cc1,37,train,25g,legacy_filtered,42
1bcc67553db325699e45,70,COC(=O)c1ccc(C(C)(C)C)cc1,38,train,25g,legacy_filtered,42
ca8d7b6d27aec00c49c2,74,CCOC(=O)C(C)Br,39,train,25g,legacy_filtered,42
322557fad8d88c9def2f,80,CCOC(=O)CC(=O)c1ccccc1,40,train,25g,legacy_filtered,42
b48cf6017216045f161b,81,CCOC(=O)CC(=O)c1ccccc1,41,train,25g,legacy_filtered,42
