seed,source_trajectory,anchor_budget,strategy,NRMSE_anchor,NRMSE_plus32,NRMSE_plus64,short_AULC,delta_NRMSE_32,delta_NRMSE_64,V1_RMSE_plus64,V1_R2_plus64,V2_RMSE_plus64,V2_R2_plus64
157,gradient_lcmd,429,gradient_lcmd,0.6852433230171132,0.7009823699135802,0.6173606748960914,0.6761421844350912,-0.01573904689646699,0.06788264812102185,4.612469610591266,0.6156660218615866,6.698955264179862,0.8035111652247507
157,gradient_lcmd,429,kernel_ivr,0.6852433230171132,0.6328655352511586,0.5637413074177701,0.6286789252343001,0.052377787765954587,0.12150201559934315,4.171282862830491,0.6856734773858006,6.2299488003841015,0.8300611491887369
157,gradient_lcmd,429,gradient_maxdet,0.6852433230171132,0.6648462164292918,0.6646977699477156,0.6699083814558531,0.020397106587821456,0.02054555306939765,4.844109936569857,0.5760938402888497,7.544749747427831,0.7507624919302023
157,gradient_lcmd,653,gradient_lcmd,0.5593361563279281,0.5451902645990114,0.5217450796061427,0.5428654412830234,0.01414589172891667,0.03759107672178541,4.053125027992642,0.7032288038799224,5.19662202969875,0.881759574970496
157,gradient_lcmd,653,kernel_ivr,0.5593361563279281,0.5058375737147396,0.5222195402675567,0.523307711006241,0.05349858261318852,0.03711661606037142,4.088749898138394,0.6979889465514155,5.0979218038275285,0.8862084373928556
157,gradient_lcmd,653,gradient_maxdet,0.5593361563279281,0.5124512509681792,0.5335676448433431,0.5294515757769074,0.046884905359748874,0.025768511484585033,4.159854812137741,0.687393436863905,5.266532819681983,0.8785567693321523
157,kernel_ivr,429,gradient_lcmd,0.6458478421077987,0.5857796060802503,0.5586436754182769,0.5940126824216441,0.060068236027548405,0.0872041666895218,4.224970777141886,0.6775301137595501,5.914834731808511,0.846817571353518
157,kernel_ivr,429,kernel_ivr,0.6458478421077987,0.5899213819818192,0.5835949811486535,0.6023213968050226,0.05592646012597946,0.06225286095914517,4.530261521821282,0.6292439105946317,5.823299109997788,0.8515220653137112
157,kernel_ivr,429,gradient_maxdet,0.6458478421077987,0.5946651221931376,0.5766500687538235,0.6029570388119744,0.05118271991466106,0.06919777335397514,4.313296477300857,0.6639063037426245,6.243123371481691,0.8293416444760997
157,kernel_ivr,653,gradient_lcmd,0.520384211405941,0.5123163222189936,0.5365344864586096,0.5203878355756344,0.008067889186947452,-0.016150275052668528,4.147410459262124,0.6892609864507089,5.409164803227328,0.8718896702664879
157,kernel_ivr,653,kernel_ivr,0.520384211405941,0.5146219243784499,0.5098378419877849,0.5148664755376564,0.005762287027491153,0.01054636941815612,3.918557763208833,0.7226077957063375,5.209937665262747,0.8811528486964799
157,kernel_ivr,653,gradient_maxdet,0.520384211405941,0.5252584833255267,0.5314250104084648,0.5255815471163648,-0.004874271919585671,-0.011040799002523749,4.129363560447315,0.6919593808499207,5.28970921409425,0.8774855486865207
6101,gradient_lcmd,429,gradient_lcmd,0.868923441166228,0.8069550882202229,0.7766368461655984,0.814867615943068,0.06196835294600511,0.09228659500062963,4.769861375498642,0.6245644909331614,8.171607441648076,0.685960244666749
6101,gradient_lcmd,429,kernel_ivr,0.868923441166228,0.7564973108119657,0.7793968266305272,0.7903287223551717,0.1124261303542623,0.08952661453570077,4.542399642303644,0.6595177210165779,8.874181628776961,0.6296381316827362
6101,gradient_lcmd,429,gradient_maxdet,0.868923441166228,0.8144946158536854,0.792660747046708,0.8226433549800767,0.05442882531254256,0.07626269411952002,4.6521095789530476,0.6428721634056573,8.940852796913303,0.6240522160741303
6101,gradient_lcmd,653,gradient_lcmd,0.5666942474753714,0.5599757630451456,0.5505365058219881,0.5592955698469126,0.006718484430225824,0.01615774165338335,3.3320109137238036,0.8167952786249417,5.9347155073541735,0.8343583874354533
6101,gradient_lcmd,653,kernel_ivr,0.5666942474753714,0.6046182987825176,0.5666745992563718,0.5856513610741947,-0.037924051307146156,1.9648218999690492e-05,3.4754519012409393,0.8006820571893667,5.976789057742511,0.8320014642808646
6101,gradient_lcmd,653,gradient_maxdet,0.5666942474753714,0.5789556356305902,0.5631656510561608,0.5719427924481781,-0.012261388155218711,0.003528596419210661,3.361806764892846,0.8135040844423358,6.200636424889827,0.8191817864497857
6101,kernel_ivr,429,gradient_lcmd,0.7862095559263846,0.7397523499462274,0.7352057959093271,0.7502300129320416,0.046457205980157235,0.05100376001705753,4.421812066629372,0.6773554064161647,8.003721186805699,0.6987316266270558
6101,kernel_ivr,429,kernel_ivr,0.7862095559263846,0.7925050759006572,0.7234923651039313,0.7736780182079076,-0.006295519974272579,0.0627171908224533,4.259984321330908,0.7005393019235768,8.124249684407722,0.6895896709097216
6101,kernel_ivr,429,gradient_maxdet,0.7862095559263846,0.7848274302148195,0.7845372055678401,0.785100405480966,0.001382125711565152,0.0016723503585445165,4.724966436582088,0.6315985872294018,8.522739737120077,0.6583919529041461
6101,kernel_ivr,653,gradient_lcmd,0.7228726271701763,0.6699678983410247,0.6843740304559776,0.6867956135770508,0.05290472882915165,0.03849859671419875,4.145018192115402,0.7164845613035009,7.3690133172046215,0.7446191532644445
6101,kernel_ivr,653,kernel_ivr,0.7228726271701763,0.6901936854637417,0.6867802520425387,0.6975100625350495,0.032678941706434594,0.03609237512763763,4.198205545911812,0.7091619479213082,7.284034143758315,0.7504752750343294
6101,kernel_ivr,653,gradient_maxdet,0.7228726271701763,0.6848245178668267,0.6814598684168288,0.6934953828301647,0.038048109303349564,0.04141275875334749,4.12739676858173,0.7188900157246327,7.337553716597721,0.7467950293120413
