outer_seed,strategy,member_seed,transition,layer,absolute_L2_update,relative_L2_update,parameter_count
42,pretrained_ensemble,42,source_to_round0,frozen_early,0.0,0.0,589342
42,pretrained_ensemble,42,source_to_round0,last2_layer_3,0.7280113557235465,0.02359833736446422,92680
42,pretrained_ensemble,42,source_to_round0,last2_layer_4,0.5772967517695113,0.017992844818760453,92680
42,pretrained_ensemble,42,source_to_round0,head,0.11758020762483241,0.07044879536609712,774
42,pretrained_ensemble,42,round0_to_round1,frozen_early,0.0,0.0,589342
42,pretrained_ensemble,42,round0_to_round1,last2_layer_3,0.8911945826071382,0.028921145915543067,92680
42,pretrained_ensemble,42,round0_to_round1,last2_layer_4,0.5962367809197543,0.01856761134478588,92680
42,pretrained_ensemble,42,round0_to_round1,head,0.10697901098690263,0.06385454904377817,774
42,pretrained_ensemble,525,source_to_round0,frozen_early,0.0,0.0,589342
42,pretrained_ensemble,525,source_to_round0,last2_layer_3,0.7368236552418161,0.023997121756396043,92680
42,pretrained_ensemble,525,source_to_round0,last2_layer_4,0.5723894848934801,0.017812420993802158,92680
42,pretrained_ensemble,525,source_to_round0,head,0.10726397985413869,0.06526284543874256,774
42,pretrained_ensemble,525,round0_to_round1,frozen_early,0.0,0.0,589342
42,pretrained_ensemble,525,round0_to_round1,last2_layer_3,0.8086388087127305,0.026358211511488726,92680
42,pretrained_ensemble,525,round0_to_round1,last2_layer_4,0.4149265833617137,0.012900552832734006,92680
42,pretrained_ensemble,525,round0_to_round1,head,0.02508789659819137,0.015167378980211215,774
42,pretrained_ensemble,1101,source_to_round0,frozen_early,0.0,0.0,589342
42,pretrained_ensemble,1101,source_to_round0,last2_layer_3,0.654009016044182,0.02135197833622954,92680
42,pretrained_ensemble,1101,source_to_round0,last2_layer_4,0.5341201989825495,0.016630776522608713,92680
42,pretrained_ensemble,1101,source_to_round0,head,0.10192191285893591,0.06383142589471677,774
42,pretrained_ensemble,1101,round0_to_round1,frozen_early,0.0,0.0,589342
42,pretrained_ensemble,1101,round0_to_round1,last2_layer_3,0.8472236919806555,0.027674407158789015,92680
42,pretrained_ensemble,1101,round0_to_round1,last2_layer_4,0.6012885001831727,0.018706965958607328,92680
42,pretrained_ensemble,1101,round0_to_round1,head,0.08555219718004152,0.05321424346090112,774
42,pretrained_hybrid,42,source_to_round0,frozen_early,0.0,0.0,589342
42,pretrained_hybrid,42,source_to_round0,last2_layer_3,0.7280113557235465,0.02359833736446422,92680
42,pretrained_hybrid,42,source_to_round0,last2_layer_4,0.5772967517695113,0.017992844818760453,92680
42,pretrained_hybrid,42,source_to_round0,head,0.11758020762483241,0.07044879536609712,774
42,pretrained_hybrid,42,round0_to_round1,frozen_early,0.0,0.0,589342
42,pretrained_hybrid,42,round0_to_round1,last2_layer_3,2.0095773800663936,0.0652150290988645,92680
42,pretrained_hybrid,42,round0_to_round1,last2_layer_4,1.0654145303222036,0.03317843439580206,92680
42,pretrained_hybrid,42,round0_to_round1,head,0.21709916992169165,0.12958401339890308,774
42,pretrained_hybrid,525,source_to_round0,frozen_early,0.0,0.0,589342
42,pretrained_hybrid,525,source_to_round0,last2_layer_3,0.7368236552418161,0.023997121756396043,92680
42,pretrained_hybrid,525,source_to_round0,last2_layer_4,0.5723894848934801,0.017812420993802158,92680
42,pretrained_hybrid,525,source_to_round0,head,0.10726397985413869,0.06526284543874256,774
42,pretrained_hybrid,525,round0_to_round1,frozen_early,0.0,0.0,589342
42,pretrained_hybrid,525,round0_to_round1,last2_layer_3,1.2001911213358671,0.03912116397275205,92680
42,pretrained_hybrid,525,round0_to_round1,last2_layer_4,0.8756549905438501,0.027225137944247912,92680
42,pretrained_hybrid,525,round0_to_round1,head,0.11136514112563244,0.06732797602326472,774
42,pretrained_hybrid,1101,source_to_round0,frozen_early,0.0,0.0,589342
42,pretrained_hybrid,1101,source_to_round0,last2_layer_3,0.654009016044182,0.02135197833622954,92680
42,pretrained_hybrid,1101,source_to_round0,last2_layer_4,0.5341201989825495,0.016630776522608713,92680
42,pretrained_hybrid,1101,source_to_round0,head,0.10192191285893591,0.06383142589471677,774
42,pretrained_hybrid,1101,round0_to_round1,frozen_early,0.0,0.0,589342
42,pretrained_hybrid,1101,round0_to_round1,last2_layer_3,1.5666940887122363,0.05117577626155468,92680
42,pretrained_hybrid,1101,round0_to_round1,last2_layer_4,1.004171405378567,0.03124124324895818,92680
42,pretrained_hybrid,1101,round0_to_round1,head,0.14348308006460145,0.08924777862816737,774
42,pretrained_quantile_width,42,source_to_round0,frozen_early,0.0,0.0,589342
42,pretrained_quantile_width,42,source_to_round0,last2_layer_3,0.7280113557235465,0.02359833736446422,92680
42,pretrained_quantile_width,42,source_to_round0,last2_layer_4,0.5772967517695113,0.017992844818760453,92680
42,pretrained_quantile_width,42,source_to_round0,head,0.11758020762483241,0.07044879536609712,774
42,pretrained_quantile_width,42,round0_to_round1,frozen_early,0.0,0.0,589342
42,pretrained_quantile_width,42,round0_to_round1,last2_layer_3,1.3045737124453056,0.04233617150682868,92680
42,pretrained_quantile_width,42,round0_to_round1,last2_layer_4,0.9606214962039635,0.029915039061239088,92680
42,pretrained_quantile_width,42,round0_to_round1,head,0.17266122634721104,0.1030595127402765,774
42,pretrained_quantile_width,525,source_to_round0,frozen_early,0.0,0.0,589342
42,pretrained_quantile_width,525,source_to_round0,last2_layer_3,0.7368236552418161,0.023997121756396043,92680
42,pretrained_quantile_width,525,source_to_round0,last2_layer_4,0.5723894848934801,0.017812420993802158,92680
42,pretrained_quantile_width,525,source_to_round0,head,0.10726397985413869,0.06526284543874256,774
42,pretrained_quantile_width,525,round0_to_round1,frozen_early,0.0,0.0,589342
42,pretrained_quantile_width,525,round0_to_round1,last2_layer_3,1.0459476439187416,0.034093477744706537,92680
42,pretrained_quantile_width,525,round0_to_round1,last2_layer_4,0.6290285184794272,0.019557232439036405,92680
42,pretrained_quantile_width,525,round0_to_round1,head,0.0579474455263554,0.035033262505424205,774
42,pretrained_quantile_width,1101,source_to_round0,frozen_early,0.0,0.0,589342
42,pretrained_quantile_width,1101,source_to_round0,last2_layer_3,0.654009016044182,0.02135197833622954,92680
42,pretrained_quantile_width,1101,source_to_round0,last2_layer_4,0.5341201989825495,0.016630776522608713,92680
42,pretrained_quantile_width,1101,source_to_round0,head,0.10192191285893591,0.06383142589471677,774
42,pretrained_quantile_width,1101,round0_to_round1,frozen_early,0.0,0.0,589342
42,pretrained_quantile_width,1101,round0_to_round1,last2_layer_3,1.3252469923341932,0.04328895095706838,92680
42,pretrained_quantile_width,1101,round0_to_round1,last2_layer_4,1.0314463069665123,0.032089805387390265,92680
42,pretrained_quantile_width,1101,round0_to_round1,head,0.1478627229275273,0.09197195625611383,774
525,pretrained_random,42,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_random,42,source_to_round0,last2_layer_3,0.7601795840764919,0.02464106382624512,92680
525,pretrained_random,42,source_to_round0,last2_layer_4,0.6147901863325992,0.019161418083287206,92680
525,pretrained_random,42,source_to_round0,head,0.1184174449638751,0.07095043048958041,774
525,pretrained_random,42,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_random,42,round0_to_round1,last2_layer_3,0.5639626641759671,0.018301121573359357,92680
525,pretrained_random,42,round0_to_round1,last2_layer_4,0.4039699705546485,0.012578837649533773,92680
525,pretrained_random,42,round0_to_round1,head,0.07954724487413284,0.04742421781492542,774
525,pretrained_random,525,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_random,525,source_to_round0,last2_layer_3,0.7369354676780759,0.024000763301598504,92680
525,pretrained_random,525,source_to_round0,last2_layer_4,0.5832889934695188,0.018151607230631944,92680
525,pretrained_random,525,source_to_round0,head,0.10014026553598575,0.06092854918078552,774
525,pretrained_random,525,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_random,525,round0_to_round1,last2_layer_3,0.44815656596143816,0.014605932342965504,92680
525,pretrained_random,525,round0_to_round1,last2_layer_4,0.20698558371375333,0.006435293098417689,92680
525,pretrained_random,525,round0_to_round1,head,0.021819012695980005,0.013185798883879106,774
525,pretrained_random,1101,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_random,1101,source_to_round0,last2_layer_3,0.6153964281830864,0.020091360945199296,92680
525,pretrained_random,1101,source_to_round0,last2_layer_4,0.477508701321169,0.014868077474697657,92680
525,pretrained_random,1101,source_to_round0,head,0.08352572309275726,0.05231030162549121,774
525,pretrained_random,1101,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_random,1101,round0_to_round1,last2_layer_3,0.401882609787624,0.013127991043851326,92680
525,pretrained_random,1101,round0_to_round1,last2_layer_4,0.20552545207637146,0.00639476857281639,92680
525,pretrained_random,1101,round0_to_round1,head,0.022722571847263784,0.014134856923011153,774
525,pretrained_coverage,42,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_coverage,42,source_to_round0,last2_layer_3,0.7601795840764919,0.02464106382624512,92680
525,pretrained_coverage,42,source_to_round0,last2_layer_4,0.6147901863325992,0.019161418083287206,92680
525,pretrained_coverage,42,source_to_round0,head,0.1184174449638751,0.07095043048958041,774
525,pretrained_coverage,42,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_coverage,42,round0_to_round1,last2_layer_3,1.1236691449692213,0.03646412597252713,92680
525,pretrained_coverage,42,round0_to_round1,last2_layer_4,0.6846575485166915,0.0213189018393985,92680
525,pretrained_coverage,42,round0_to_round1,head,0.12911776528694272,0.07697700950464426,774
525,pretrained_coverage,525,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_coverage,525,source_to_round0,last2_layer_3,0.7369354676780759,0.024000763301598504,92680
525,pretrained_coverage,525,source_to_round0,last2_layer_4,0.5832889934695188,0.018151607230631944,92680
525,pretrained_coverage,525,source_to_round0,head,0.10014026553598575,0.06092854918078552,774
525,pretrained_coverage,525,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_coverage,525,round0_to_round1,last2_layer_3,0.9618636104272074,0.03134822935578537,92680
525,pretrained_coverage,525,round0_to_round1,last2_layer_4,0.5401847598003022,0.01679463465156448,92680
525,pretrained_coverage,525,round0_to_round1,head,0.06658973256112247,0.04024191348694843,774
525,pretrained_coverage,1101,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_coverage,1101,source_to_round0,last2_layer_3,0.6153964281830864,0.020091360945199296,92680
525,pretrained_coverage,1101,source_to_round0,last2_layer_4,0.477508701321169,0.014868077474697657,92680
525,pretrained_coverage,1101,source_to_round0,head,0.08352572309275726,0.05231030162549121,774
525,pretrained_coverage,1101,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_coverage,1101,round0_to_round1,last2_layer_3,0.7449592001104149,0.02433501094325118,92680
525,pretrained_coverage,1101,round0_to_round1,last2_layer_4,0.36655923645887506,0.011405212647393926,92680
525,pretrained_coverage,1101,round0_to_round1,head,0.03192541197784187,0.019859597476388727,774
525,pretrained_ensemble,42,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_ensemble,42,source_to_round0,last2_layer_3,0.7601795840764919,0.02464106382624512,92680
525,pretrained_ensemble,42,source_to_round0,last2_layer_4,0.6147901863325992,0.019161418083287206,92680
525,pretrained_ensemble,42,source_to_round0,head,0.1184174449638751,0.07095043048958041,774
525,pretrained_ensemble,42,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_ensemble,42,round0_to_round1,last2_layer_3,1.193051108138683,0.03871563626500009,92680
525,pretrained_ensemble,42,round0_to_round1,last2_layer_4,0.8115730153665094,0.02527080215151014,92680
525,pretrained_ensemble,42,round0_to_round1,head,0.1697483012665847,0.1011999903418132,774
525,pretrained_ensemble,525,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_ensemble,525,source_to_round0,last2_layer_3,0.7369354676780759,0.024000763301598504,92680
525,pretrained_ensemble,525,source_to_round0,last2_layer_4,0.5832889934695188,0.018151607230631944,92680
525,pretrained_ensemble,525,source_to_round0,head,0.10014026553598575,0.06092854918078552,774
525,pretrained_ensemble,525,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_ensemble,525,round0_to_round1,last2_layer_3,1.1707457838506456,0.03815593702850269,92680
525,pretrained_ensemble,525,round0_to_round1,last2_layer_4,0.8162580828834192,0.025377902716991446,92680
525,pretrained_ensemble,525,round0_to_round1,head,0.11676814885789023,0.07056604019331605,774
525,pretrained_ensemble,1101,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_ensemble,1101,source_to_round0,last2_layer_3,0.6153964281830864,0.020091360945199296,92680
525,pretrained_ensemble,1101,source_to_round0,last2_layer_4,0.477508701321169,0.014868077474697657,92680
525,pretrained_ensemble,1101,source_to_round0,head,0.08352572309275726,0.05231030162549121,774
525,pretrained_ensemble,1101,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_ensemble,1101,round0_to_round1,last2_layer_3,1.0699664608097008,0.034951773907694016,92680
525,pretrained_ensemble,1101,round0_to_round1,last2_layer_4,0.8068857378695671,0.025105637799374438,92680
525,pretrained_ensemble,1101,round0_to_round1,head,0.1306481611723492,0.08127130493144563,774
525,pretrained_hybrid,42,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_hybrid,42,source_to_round0,last2_layer_3,0.7601795840764919,0.02464106382624512,92680
525,pretrained_hybrid,42,source_to_round0,last2_layer_4,0.6147901863325992,0.019161418083287206,92680
525,pretrained_hybrid,42,source_to_round0,head,0.1184174449638751,0.07095043048958041,774
525,pretrained_hybrid,42,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_hybrid,42,round0_to_round1,last2_layer_3,1.0979365485013723,0.0356290788918052,92680
525,pretrained_hybrid,42,round0_to_round1,last2_layer_4,0.670582232291795,0.020880623921325208,92680
525,pretrained_hybrid,42,round0_to_round1,head,0.12550174651331436,0.07482122318904334,774
525,pretrained_hybrid,525,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_hybrid,525,source_to_round0,last2_layer_3,0.7369354676780759,0.024000763301598504,92680
525,pretrained_hybrid,525,source_to_round0,last2_layer_4,0.5832889934695188,0.018151607230631944,92680
525,pretrained_hybrid,525,source_to_round0,head,0.10014026553598575,0.06092854918078552,774
525,pretrained_hybrid,525,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_hybrid,525,round0_to_round1,last2_layer_3,1.1370468355475252,0.03705764996472056,92680
525,pretrained_hybrid,525,round0_to_round1,last2_layer_4,0.7350356158519717,0.022852652541854725,92680
525,pretrained_hybrid,525,round0_to_round1,head,0.10621713182181022,0.06418978519971748,774
525,pretrained_hybrid,1101,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_hybrid,1101,source_to_round0,last2_layer_3,0.6153964281830864,0.020091360945199296,92680
525,pretrained_hybrid,1101,source_to_round0,last2_layer_4,0.477508701321169,0.014868077474697657,92680
525,pretrained_hybrid,1101,source_to_round0,head,0.08352572309275726,0.05231030162549121,774
525,pretrained_hybrid,1101,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_hybrid,1101,round0_to_round1,last2_layer_3,0.7101057749348857,0.02319648082921194,92680
525,pretrained_hybrid,1101,round0_to_round1,last2_layer_4,0.3320518376241483,0.010331541102733105,92680
525,pretrained_hybrid,1101,round0_to_round1,head,0.022674312892493737,0.014104836843175391,774
525,pretrained_quantile_width,42,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_quantile_width,42,source_to_round0,last2_layer_3,0.7601795840764919,0.02464106382624512,92680
525,pretrained_quantile_width,42,source_to_round0,last2_layer_4,0.6147901863325992,0.019161418083287206,92680
525,pretrained_quantile_width,42,source_to_round0,head,0.1184174449638751,0.07095043048958041,774
525,pretrained_quantile_width,42,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_quantile_width,42,round0_to_round1,last2_layer_3,1.372063326771697,0.044524751982095434,92680
525,pretrained_quantile_width,42,round0_to_round1,last2_layer_4,0.9424451720715109,0.029345906075141658,92680
525,pretrained_quantile_width,42,round0_to_round1,head,0.1793031862764453,0.10689639062093267,774
525,pretrained_quantile_width,525,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_quantile_width,525,source_to_round0,last2_layer_3,0.7369354676780759,0.024000763301598504,92680
525,pretrained_quantile_width,525,source_to_round0,last2_layer_4,0.5832889934695188,0.018151607230631944,92680
525,pretrained_quantile_width,525,source_to_round0,head,0.10014026553598575,0.06092854918078552,774
525,pretrained_quantile_width,525,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_quantile_width,525,round0_to_round1,last2_layer_3,1.226438051520056,0.03997101139176824,92680
525,pretrained_quantile_width,525,round0_to_round1,last2_layer_4,0.8384728572177876,0.026068571996425757,92680
525,pretrained_quantile_width,525,round0_to_round1,head,0.11357991642728259,0.0686393081174509,774
525,pretrained_quantile_width,1101,source_to_round0,frozen_early,0.0,0.0,589342
525,pretrained_quantile_width,1101,source_to_round0,last2_layer_3,0.6153964281830864,0.020091360945199296,92680
525,pretrained_quantile_width,1101,source_to_round0,last2_layer_4,0.477508701321169,0.014868077474697657,92680
525,pretrained_quantile_width,1101,source_to_round0,head,0.08352572309275726,0.05231030162549121,774
525,pretrained_quantile_width,1101,round0_to_round1,frozen_early,0.0,0.0,589342
525,pretrained_quantile_width,1101,round0_to_round1,last2_layer_3,1.117891657705594,0.03651730956487654,92680
525,pretrained_quantile_width,1101,round0_to_round1,last2_layer_4,0.860419632550372,0.026771304332773253,92680
525,pretrained_quantile_width,1101,round0_to_round1,head,0.14044136252318856,0.0873632869853619,774
1101,pretrained_random,42,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_random,42,source_to_round0,last2_layer_3,0.6824605126974682,0.022121816218860915,92680
1101,pretrained_random,42,source_to_round0,last2_layer_4,0.5112998540908043,0.01593589241982041,92680
1101,pretrained_random,42,source_to_round0,head,0.11449825342001793,0.06860222641126562,774
1101,pretrained_random,42,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_random,42,round0_to_round1,last2_layer_3,0.5075790409745558,0.01647409266408763,92680
1101,pretrained_random,42,round0_to_round1,last2_layer_4,0.19318489341335357,0.006016365633987864,92680
1101,pretrained_random,42,round0_to_round1,head,0.06618318967065538,0.03951606650452037,774
1101,pretrained_random,525,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_random,525,source_to_round0,last2_layer_3,0.9744671658143111,0.0317367759019378,92680
1101,pretrained_random,525,source_to_round0,last2_layer_4,0.5338017930441771,0.016611594929488965,92680
1101,pretrained_random,525,source_to_round0,head,0.13910224106977395,0.08463426465682355,774
1101,pretrained_random,525,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_random,525,round0_to_round1,last2_layer_3,1.5241689431843026,0.04976072951759109,92680
1101,pretrained_random,525,round0_to_round1,last2_layer_4,0.341866197976698,0.010629916687221037,92680
1101,pretrained_random,525,round0_to_round1,head,0.11687637900266405,0.07075529366888784,774
1101,pretrained_random,1101,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_random,1101,source_to_round0,last2_layer_3,0.7651616507345657,0.02498087119504538,92680
1101,pretrained_random,1101,source_to_round0,last2_layer_4,0.5327923266330696,0.016589430869819663,92680
1101,pretrained_random,1101,source_to_round0,head,0.09897998423784633,0.06198896146781251,774
1101,pretrained_random,1101,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_random,1101,round0_to_round1,last2_layer_3,1.4197883498129806,0.046408127323529294,92680
1101,pretrained_random,1101,round0_to_round1,last2_layer_4,0.24332378698672114,0.0075699432382446445,92680
1101,pretrained_random,1101,round0_to_round1,head,0.15133157734696917,0.09409072850579764,774
1101,pretrained_coverage,42,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_coverage,42,source_to_round0,last2_layer_3,0.6824605126974682,0.022121816218860915,92680
1101,pretrained_coverage,42,source_to_round0,last2_layer_4,0.5112998540908043,0.01593589241982041,92680
1101,pretrained_coverage,42,source_to_round0,head,0.11449825342001793,0.06860222641126562,774
1101,pretrained_coverage,42,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_coverage,42,round0_to_round1,last2_layer_3,1.3075436733055823,0.042437913896167925,92680
1101,pretrained_coverage,42,round0_to_round1,last2_layer_4,0.9490219613909708,0.029555432692118168,92680
1101,pretrained_coverage,42,round0_to_round1,head,0.16779762824294558,0.10018710596973504,774
1101,pretrained_coverage,525,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_coverage,525,source_to_round0,last2_layer_3,0.9744671658143111,0.0317367759019378,92680
1101,pretrained_coverage,525,source_to_round0,last2_layer_4,0.5338017930441771,0.016611594929488965,92680
1101,pretrained_coverage,525,source_to_round0,head,0.13910224106977395,0.08463426465682355,774
1101,pretrained_coverage,525,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_coverage,525,round0_to_round1,last2_layer_3,1.4349000890504267,0.04684629977227646,92680
1101,pretrained_coverage,525,round0_to_round1,last2_layer_4,1.058331938338685,0.03290755388671736,92680
1101,pretrained_coverage,525,round0_to_round1,head,0.13080691030750244,0.07918863872841445,774
1101,pretrained_coverage,1101,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_coverage,1101,source_to_round0,last2_layer_3,0.7651616507345657,0.02498087119504538,92680
1101,pretrained_coverage,1101,source_to_round0,last2_layer_4,0.5327923266330696,0.016589430869819663,92680
1101,pretrained_coverage,1101,source_to_round0,head,0.09897998423784633,0.06198896146781251,774
1101,pretrained_coverage,1101,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_coverage,1101,round0_to_round1,last2_layer_3,1.2071575639932817,0.03945793887993311,92680
1101,pretrained_coverage,1101,round0_to_round1,last2_layer_4,0.9601057557901125,0.029869443362065373,92680
1101,pretrained_coverage,1101,round0_to_round1,head,0.1332695952988713,0.08286065293956153,774
1101,pretrained_ensemble,42,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_ensemble,42,source_to_round0,last2_layer_3,0.6824605126974682,0.022121816218860915,92680
1101,pretrained_ensemble,42,source_to_round0,last2_layer_4,0.5112998540908043,0.01593589241982041,92680
1101,pretrained_ensemble,42,source_to_round0,head,0.11449825342001793,0.06860222641126562,774
1101,pretrained_ensemble,42,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_ensemble,42,round0_to_round1,last2_layer_3,1.7675368669464082,0.05736755023879312,92680
1101,pretrained_ensemble,42,round0_to_round1,last2_layer_4,1.0268454136369718,0.03197909188895458,92680
1101,pretrained_ensemble,42,round0_to_round1,head,0.1826326730966856,0.10904468176738287,774
1101,pretrained_ensemble,525,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_ensemble,525,source_to_round0,last2_layer_3,0.9744671658143111,0.0317367759019378,92680
1101,pretrained_ensemble,525,source_to_round0,last2_layer_4,0.5338017930441771,0.016611594929488965,92680
1101,pretrained_ensemble,525,source_to_round0,head,0.13910224106977395,0.08463426465682355,774
1101,pretrained_ensemble,525,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_ensemble,525,round0_to_round1,last2_layer_3,1.7370665716883031,0.056711364061286254,92680
1101,pretrained_ensemble,525,round0_to_round1,last2_layer_4,1.0305991000604853,0.032045234762620944,92680
1101,pretrained_ensemble,525,round0_to_round1,head,0.14722834011525351,0.08912993823157557,774
1101,pretrained_ensemble,1101,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_ensemble,1101,source_to_round0,last2_layer_3,0.7651616507345657,0.02498087119504538,92680
