outer_seed,round,active_labels_before,gradient_norm_mean,gradient_norm_std,gradient_norm_p50,gradient_norm_p90,gradient_norm_p95,gradient_norm_max,gradient_effective_rank,coverage_nearest_distance_mean,coverage_nearest_distance_p90,coverage_after_mean,coverage_after_p90,ivr_relative_reducible_variance,ivr_integrated_variance_before,ivr_integrated_variance_after,independent_proposal_overlap_count,independent_union_size,independent_union_coverage_mean,independent_union_integrated_variance,shared_proposal_agreement_steps,cw_turns,ivr_turns,batch_size,unique_ids,gradient_seconds,selector_seconds,cw_marginal_variance_reduction,ivr_marginal_variance_reduction,cw_selected_nearest_distance_mean,ivr_selected_nearest_distance_mean
157,1,333,122.58882213577351,90.94077083597945,89.16287611052579,237.35814058099757,323.33913987115756,643.5526348671526,8.5019323751968,65.27555562690672,134.17576653902813,57.33478100023817,118.85820067281726,0.22863396484924328,0.1991832883502134,0.15364322340299402,5,27,58.93983913604646,0.15867355806469524,4,16,16,32,32,139.62907775001077,2.2429467090114485,0.0187305885981957,0.026809476349022098,234.78365856657808,216.230078153718
157,2,365,142.53714363240653,109.58415350933765,104.01574422716857,284.0036884465791,394.2486662992605,849.9217924685228,8.177801922206525,72.12424196846878,145.22468625759785,65.11417191988475,129.00000170989443,0.16708538888234625,0.1730854572688925,0.14416540633124086,5,27,66.38026058009552,0.14749369093852907,0,16,16,32,32,82.13402549999591,1.5599883749964647,0.0122645923348416,0.0166554586028084,272.95427153846856,250.2574124716928
157,3,397,153.8065737957144,130.38936704505636,108.64981611018241,302.05200606708837,435.3745793361599,1111.0512500304585,6.716821515439198,71.87093237159708,152.1138657500402,65.54092250030978,135.01627731795466,0.12068667081094642,0.13978139151465024,0.12291164073142563,5,27,66.46890930421715,0.12509180124313815,0,16,16,32,32,87.17662204099179,1.6900564579991624,0.0064838636545222995,0.0103858871287006,278.0995017890327,218.62255556083335
157,4,429,153.7729432112853,133.434642041146,107.74959591335733,318.06550556645965,434.42184320829136,1091.0594932118922,8.079242592442546,75.97092756360924,152.98604655848678,70.77660193049245,145.84295076371205,0.08790376594730795,0.1378650078860258,0.12574615450048882,3,29,71.46810509506716,0.12645276936383787,0,16,16,32,32,97.17520558400429,1.8534662500023842,0.004279949355175715,0.0078389040303599,215.6758385024408,243.4026528776973
157,5,461,166.21096449796465,149.2274069879302,111.32523750653377,355.78997057314956,490.0971509251949,1231.7583776489073,7.788636474185688,74.5361807427854,155.96811737507844,68.1200172736292,141.17841619741486,0.08082186721524545,0.1266577275713922,0.11642101353183242,1,31,68.77580846375028,0.11661029501062266,0,16,16,32,32,100.24135212499823,1.8612373750074767,0.0035036260984054306,0.0067330879411527,246.36174928988942,265.8285997696015
157,6,493,170.37826615948853,140.00612285511838,120.87227024827736,341.6236702587349,470.68525677416744,1246.1226469280894,8.453275061700534,81.64209838131535,165.77873734629304,75.05809146553193,156.43021147366312,0.06648349462747992,0.1386139781022956,0.129398436433838,0,32,75.05809581440164,0.12939843573816434,0,16,16,32,32,93.23197508401063,1.438371583004482,0.0025439103511167363,0.0066716313173394,187.98193785594032,287.37680851034696
157,7,525,166.54574700997645,148.79336813950337,113.16704193991968,336.7168156287516,487.8056618041576,1315.534556208115,9.208882688055834,67.04561474100501,136.51125592149398,62.317276950955886,129.00923838110745,0.052324535884548065,0.12091316714117306,0.1145864417881804,1,31,62.56930186507147,0.11471356329797541,0,16,16,32,32,96.98191129199404,2.2316819580009906,0.0016394648849803232,0.0046872604680114,163.39608266986562,199.64482642297605
157,8,557,163.39696108402052,166.21607799891746,101.03534808735952,366.4452073211674,505.84348833608476,1356.1417409311623,6.405255778031861,60.931389746122484,125.05026130079345,56.54254942143589,116.43393496223338,0.051949402450153975,0.1047143477592676,0.09927449996521603,3,29,57.161158340397854,0.09970360978520285,1,16,16,32,32,66.61902479198761,1.770649958998547,0.0018388113757972766,0.0036010364182529004,175.53529610400832,141.5551962295062
157,9,589,182.13632513619166,157.95566188134939,124.96567422548476,383.9978366851308,518.1391081474285,1220.3196222438733,7.839056723258711,72.25601879629332,149.54851773284278,68.2035502549944,142.35123500709406,0.04299823345914751,0.1166899349359613,0.1116724738712521,1,31,68.63201676801043,0.11183684019383483,0,16,16,32,32,57.85253137499967,1.232016416004626,0.001675932317254427,0.0033415287474537997,180.67299815677077,130.58865682454353
157,10,621,185.45335215062127,147.55769785838348,133.96524112273445,371.2459099889023,493.7057704288292,1146.3799959837745,9.145203316513719,74.24692567942415,154.13629410171038,70.08223466631466,147.7119739359107,0.036943200256439934,0.1247348012208997,0.12012669848044877,0,32,69.93988843920738,0.12013340356077595,0,16,16,32,32,69.0022807919886,1.647304083002382,0.0011233619475516576,0.0034847407928983998,144.32330615358006,151.91207547749042
6101,1,333,147.64494194200506,103.37604588081626,108.19969040991143,291.816437357617,382.81018357755755,775.3083080790695,6.416337339704319,70.99072547813677,156.88375263807086,64.16297887772845,136.04368120292744,0.19193835082009708,0.21597952544495003,0.17452477152013912,5,27,65.43715250287329,0.1790164688146723,0,16,16,32,32,124.34595787500439,2.7010402499872725,0.0141232421789616,0.0273315117458477,201.314363222236,228.52221566019568
6101,2,365,157.46416502301506,110.96298011947047,118.16250809096007,315.84614937952693,386.8967597859043,769.2036633046209,8.542251032978523,78.32505453212687,158.4277966846825,70.80808748081134,143.24688267327917,0.1707736962303074,0.21186555360823556,0.17568448991467683,4,28,71.65287417570752,0.17799664182677818,0,16,16,32,32,45.33355033300177,0.695833916994161,0.0129681713365192,0.0232128923570378,224.34868795767107,268.3938142031141
6101,3,397,163.870840627285,126.83304978687308,121.44307378508877,324.2488380435291,440.4063857271185,1239.561743771711,9.123045451987812,69.4754551937168,145.9173661667868,62.67898921812665,126.65173115343622,0.11956616588744053,0.1625017772115905,0.14307206276050558,1,31,63.64713070614363,0.14415923650190784,0,16,16,32,32,45.30083041700709,0.7801426250080112,0.0078121461811429,0.0116175682699407,208.210985402272,229.1796574740139
6101,4,429,165.8059531378366,128.3234615659234,124.20844076108943,312.48324012558936,408.1977014516128,1263.3800029496952,10.710344936070552,70.80881188626505,144.72327381346895,64.95311531004522,130.7733126021355,0.09017887490841751,0.16191427399878922,0.14731302693796516,1,31,65.44175320702584,0.1478924009844266,1,16,16,32,32,44.86474133300362,0.718074374992284,0.005774017128885991,0.0088272299319367,218.9124692739878,218.94990857859912
6101,5,461,176.68516125111717,161.66847990486292,113.3348341544142,396.63473206528516,538.3964754944465,1365.6043715495982,8.272813199414898,69.35389046858631,150.22674716758962,63.112382556491575,138.87334762386317,0.08587181852642647,0.13494328225454116,0.12335545720941886,3,29,63.728529726508505,0.12436766640607963,0,16,16,32,32,44.802196625008946,0.6968362499901559,0.004506254098552952,0.0070815709465677,222.5046447253794,233.016172220472
6101,6,493,208.73747110880396,172.3288616165759,148.34147373840142,410.24818671712325,580.9224644650753,1483.6475899166874,9.41457400846417,81.62396700745789,171.37344417414147,74.94463646702157,158.149543209693,0.06430188177753839,0.1431850204690148,0.1339779542105018,1,31,75.070895948538,0.13434131374981004,0,16,16,32,32,41.8026084999874,0.8954971250059316,0.0037798218764389,0.0054272443820728,247.6810741817602,249.13146394177443
6101,7,525,193.25073321507992,179.10947356717023,131.59773867257047,390.3104121401413,594.4169519534919,1837.9605879807345,7.639205651353356,65.23112990704529,137.07004940102902,60.4971728413111,126.70928937600114,0.05292117833713963,0.11716554875008996,0.11096500984971762,0,32,60.65306898035564,0.110792595837488,0,16,16,32,32,44.68432504098746,0.8932794169959379,0.0018578662091257947,0.004342672691245299,159.68123799120607,155.94928803805172
