outer_seed,sample_id,canonical_index,canonical_smiles,base_role,schedule_rank
769539383,bbabdb9085edbb8c178b,0,CC(C)(CCl)c1ccccc1,train_candidate,60
769539383,96dc3dc2ebd074200228,1,CC(C)(CCl)c1ccccc1,train_candidate,272
769539383,6322e8f867a741eed74c,2,CC(C)(CCl)c1ccccc1,train_candidate,139
769539383,c2b0aff65443af0a8618,3,CC(C)(CCl)c1ccccc1,train_candidate,279
769539383,f4b69d88ad1d916ee71a,4,CC(C)(CCl)c1ccccc1,train_candidate,481
769539383,0f3559d035355b0eec80,5,CC(C)(CCl)c1ccccc1,train_candidate,56
769539383,d29a94054067cd60dd70,6,CC(C)(CCl)c1ccccc1,validation,-1
769539383,31d92ca6486b229184cf,7,OCCCc1ccccc1,train_candidate,312
769539383,8a84cca322477165b719,8,OCCCc1ccccc1,train_candidate,439
769539383,9cf769277f6b42d15f11,9,OCCCc1ccccc1,train_candidate,391
769539383,7a0a82051f50d5b0c89c,10,OCCCc1ccccc1,train_candidate,126
769539383,c79f29f048bbfd157f98,11,BrCCCc1ccccc1,train_candidate,408
769539383,df0074b49eeb620c0768,12,BrCCCc1ccccc1,train_candidate,426
769539383,f0097bc6b7827ef65922,13,BrCCCc1ccccc1,train_candidate,220
769539383,44348f5c4aea3b41ee9d,14,BrCCCc1ccccc1,train_candidate,334
769539383,482cb91fac7f2a936dca,15,BrCCCc1ccccc1,train_candidate,380
769539383,a5c6210123f05414ffc0,16,BrCCCc1ccccc1,train_candidate,151
769539383,a82e55e1cd19814ea307,17,BrCCCc1ccccc1,train_candidate,4
769539383,6ee3c70647b37dcd5417,18,ClCCCc1ccccc1,train_candidate,461
769539383,2c7e37ef828eb17c78fb,19,ClCCCc1ccccc1,train_candidate,41
769539383,7ab9c351196ad891e172,20,ClCCCc1ccccc1,train_candidate,55
769539383,7062ca665af0f9bba6c9,21,ClCCCc1ccccc1,train_candidate,452
769539383,6644e934f59d8b816b9f,22,ClCCCc1ccccc1,train_candidate,330
769539383,8cc7c76a92a4474d7c6a,23,ClCCCc1ccccc1,train_candidate,164
769539383,c883df6ea04f89f45f03,24,ClCCCc1ccccc1,train_candidate,59
769539383,46ed1e35ca65ace74790,25,COc1ccc(CO)cc1,train_candidate,359
769539383,ec581cec37da9563e756,26,COc1ccc(CO)cc1,train_candidate,86
769539383,c2bd8e8f13a96726e7fc,27,COc1ccc(CO)cc1,train_candidate,243
769539383,f1afcbd393ce4f5a6316,28,COc1ccc(CO)cc1,train_candidate,342
769539383,2909efb29670d8f2286d,29,CCOC(=O)C(C)(C)Br,train_candidate,385
769539383,56b391fdec7a2a622e52,30,CCOC(=O)C(C)(C)Br,train_candidate,72
769539383,8a9485661ac2c4576006,31,CCOC(=O)C(C)(C)Br,train_candidate,10
769539383,7f6d1cdee16de4a37a21,32,CCOC(=O)C(C)(C)Br,train_candidate,132
769539383,fd7bf535ef538434b384,33,CCOC(=O)C(C)(C)Br,train_candidate,311
769539383,651bb6b60c62819a4323,34,CCOC(=O)C(C)(C)Br,train_candidate,129
769539383,2a61203b59218a3cbdc6,35,CCOC(=O)C(C)(C)Br,train_candidate,217
769539383,6d6c0510303dec89b2fe,36,COc1ccc(C=O)cc1,train_candidate,291
769539383,f81dc37125414986a0bb,37,COc1ccc(C=O)cc1,train_candidate,88
769539383,400615278105cebb3ed9,38,COc1ccc(C=O)cc1,test,-1
769539383,5d04f6757b59f5c356bb,39,COc1ccc(C=O)cc1,train_candidate,384
769539383,a074620f6970d8f89567,40,COc1ccc(C=O)cc1,train_candidate,136
769539383,454c1ea3beebbec4befe,41,COc1ccc(C=O)cc1,train_candidate,292
769539383,f95928e2618ed15e654f,42,COc1ccc(C=O)cc1,train_candidate,308
769539383,3a02b99399bb0c3e9ff9,43,COC(=O)C#CC(=O)OC,train_candidate,145
769539383,b80a4f9e4b61f534ee9e,44,COC(=O)C#CC(=O)OC,test,-1
769539383,2690de155843f45b00a3,45,COC(=O)C#CC(=O)OC,train_candidate,191
769539383,549eb8499df5181b3558,46,COC(=O)C#CC(=O)OC,train_candidate,71
769539383,02c141e2551937d10f4e,47,COC(=O)C#CC(=O)OC,train_candidate,199
769539383,9069807baff6cbfbde75,48,COC(=O)C#CC(=O)OC,train_candidate,165
769539383,1fe1163f7d97c16f3822,49,CC(=O)c1ccccc1,train_candidate,176
769539383,1e86d81fe1995d367fe1,50,CC(=O)c1ccccc1,train_candidate,326
769539383,614e6d0929b0845d454b,51,CC(=O)c1ccccc1,train_candidate,306
769539383,358681452207464d171e,52,CC(=O)c1ccccc1,train_candidate,301
769539383,c00e01085f35d19cd90f,53,CC(=O)c1ccccc1,train_candidate,253
769539383,a542d702abb1fa77a6fc,54,CC(=O)c1ccccc1,test,-1
769539383,77577e6f6f0aa6789972,55,CCOC(=O)C(C)Br,train_candidate,314
769539383,298017c801a97653f57d,56,CCOC(=O)C(C)Br,train_candidate,185
769539383,849796401ee485c617a5,57,CCOC(=O)C(C)Br,train_candidate,414
769539383,67cc8304e3e618d7416a,58,CCOC(=O)C(C)Br,train_candidate,428
769539383,c7bc53c45a1962a88ec3,59,CCOC(=O)C(C)Br,train_candidate,325
769539383,76b9db19f45b8222d962,60,CCOC(=O)C(C)Br,train_candidate,475
769539383,0279fb0f7dba4b54a816,61,CCOC(=O)CC(=O)c1ccccc1,train_candidate,341
769539383,ca203ccf20ce8e74d86d,62,CCOC(=O)CC(=O)c1ccccc1,test,-1
769539383,029d48fc98a886c9fec4,63,CCOC(=O)CC(=O)c1ccccc1,train_candidate,205
769539383,1e578360bd7749f6b397,64,CCOC(=O)CC(=O)c1ccccc1,test,-1
769539383,05c14d26f4aa6f7c48b0,65,CCOC(=O)CC(=O)c1ccccc1,train_candidate,124
769539383,53d046afde1259a727f9,66,CCOC(=O)CC(=O)c1ccccc1,train_candidate,492
769539383,35ba50ab027f5f170aba,67,CCOC(=O)CC(=O)c1ccccc1,train_candidate,295
769539383,130d76d2d46a287c5dea,68,CC(=O)c1ccccc1C,train_candidate,36
769539383,3ef4b1ab56fe40940b42,69,CC(=O)c1ccccc1C,train_candidate,331
769539383,a340148c4096f80cc125,70,CC(=O)c1ccccc1C,train_candidate,297
769539383,57af4b867d9cd419ebb9,71,CC(=O)c1ccccc1C,train_candidate,66
769539383,ff8745125a0eeb17c1e5,72,CC(=O)c1ccccc1C,train_candidate,6
769539383,41a468134f078d2de17d,73,CC(=O)c1ccccc1C,train_candidate,442
769539383,b4899d5d03e44fbf885c,74,CC(=O)c1ccccc1C,train_candidate,211
769539383,bd93eaa60288fd0d5e89,75,CC(=O)c1ccc(C)cc1,train_candidate,39
769539383,2797757b00a9f254ef2e,76,CC(=O)c1ccc(C)cc1,train_candidate,449
769539383,fad37552a4a2eae19961,77,CC(=O)c1ccc(C)cc1,train_candidate,277
769539383,6936556d392803de12ed,78,CC(=O)c1ccc(C)cc1,train_candidate,290
769539383,fd3f8b6ec11d13a8412d,79,CC(=O)c1ccc(C)cc1,train_candidate,299
769539383,b71b23379d73c3637a76,80,CC(=O)c1ccc(C)cc1,train_candidate,180
769539383,2a9d111386ac232bbf79,81,CC(=O)c1ccc(C)cc1,train_candidate,495
769539383,ca00dd1990fd356443cb,82,COC(=O)c1ccccc1O,train_candidate,493
769539383,924106530353757625ba,83,COC(=O)c1ccccc1O,train_candidate,365
769539383,f0d3ae15346c6cb6928d,84,COC(=O)c1ccccc1O,train_candidate,446
769539383,0b6fe9b9da26ddc80e99,85,COC(=O)c1ccccc1O,train_candidate,419
769539383,a9a4b1ef530ce6f46a1c,86,COC(=O)c1ccccc1O,train_candidate,409
769539383,f0245d145e2758fc9ff8,87,COC(=O)c1ccccc1O,train_candidate,305
769539383,f33380e15f0fd8b62027,88,COC(=O)c1ccccc1O,train_candidate,11
769539383,1773be1aaa4102ae19f0,89,CC(=O)CC(=O)OC(C)(C)C,train_candidate,482
769539383,1895e2147dd146c4e564,90,CC(=O)CC(=O)OC(C)(C)C,train_candidate,249
769539383,e7c8cd496e2795b23cb3,91,CC(=O)CC(=O)OC(C)(C)C,train_candidate,387
769539383,60f64adee75a0999c5d5,92,CC(=O)CC(=O)OC(C)(C)C,train_candidate,395
769539383,851993fe56d61c8bf074,93,CC(=O)CC(=O)OC(C)(C)C,test,-1
769539383,4e6d2ab0e823ac1d4b58,94,CC(=O)CC(=O)OC(C)(C)C,train_candidate,236
769539383,452aebfcddc0b031c20d,95,CCOC(=O)Cc1ccccc1,train_candidate,150
769539383,a67ee30ac22b3511e0af,96,CCOC(=O)Cc1ccccc1,train_candidate,96
769539383,4c52102f0b5a693d59bc,97,CCOC(=O)Cc1ccccc1,train_candidate,390
769539383,f21e8077ac7b6ec1d038,98,CCOC(=O)Cc1ccccc1,train_candidate,214
769539383,982611df66af1cf7c2f5,99,CCOC(=O)Cc1ccccc1,train_candidate,171
769539383,d9e344f199dc9a567b5f,100,CCOC(=O)Cc1ccccc1,train_candidate,166
769539383,74706f7e5d10b9245796,101,CCOC(=O)Cc1ccccc1,train_candidate,187
769539383,f5d7ae6c2608335325ff,102,COC(=O)c1ccccc1N,train_candidate,257
769539383,f66e095007d9d0923ce2,103,COC(=O)c1ccccc1N,train_candidate,104
769539383,c9a57e8accca7da9758b,104,COC(=O)c1ccccc1N,test,-1
769539383,f7b1b9737459397f9ace,105,COC(=O)c1ccccc1N,train_candidate,188
769539383,68feec66f657364ebeaa,106,COC(=O)c1ccccc1N,train_candidate,436
769539383,96ccc1b8240fc2e9c1f3,107,COC(=O)c1ccccc1N,train_candidate,48
769539383,16eec4a03ec235274042,108,CCOC(=O)/C=C/c1ccccc1,train_candidate,373
769539383,92e4f80b3943134ebe86,109,CCOC(=O)/C=C/c1ccccc1,train_candidate,346
769539383,e15e8a4f329d3a08aff9,110,CCOC(=O)/C=C/c1ccccc1,train_candidate,12
769539383,6cec450baf7517436df6,111,CCOC(=O)/C=C/c1ccccc1,train_candidate,81
769539383,48b79e49508df9f5fd6d,112,CCOC(=O)/C=C/c1ccccc1,train_candidate,437
769539383,404dc3e2801a9a9d52aa,113,CCOC(=O)/C=C/c1ccccc1,train_candidate,212
769539383,c72867f0f2e38c70aa8c,114,CCOC(=O)/C=C/c1ccccc1,train_candidate,358
769539383,d9d3d24a75ff511e108a,115,COC(=O)c1ccc(C(C)(C)C)cc1,train_candidate,246
769539383,f40ca479a9e86b5d5458,116,COC(=O)c1ccc(C(C)(C)C)cc1,train_candidate,170
769539383,b7770c04c72527e1d9f6,117,COC(=O)c1ccc(C(C)(C)C)cc1,train_candidate,172
769539383,a433dc0f6a13e9ace41d,118,COC(=O)c1ccc(C(C)(C)C)cc1,test,-1
769539383,e399250d7156727de0fd,119,COC(=O)c1ccc(C(C)(C)C)cc1,train_candidate,30
769539383,3122a2210bde68deb81e,120,COC(=O)c1ccc(C(C)(C)C)cc1,train_candidate,58
769539383,c9460286f85a5ec0f4fc,121,COC(=O)c1ccc(C(C)(C)C)cc1,train_candidate,310
769539383,13b0b7952199157a8399,122,CCOC(=O)/C=C(/C)N,train_candidate,161
769539383,759d5133ee82740013bf,123,CCOC(=O)/C=C(/C)N,test,-1
769539383,c9bf385316b464cd2e8d,124,CCOC(=O)/C=C(/C)N,train_candidate,307
769539383,f248b9b89d62a22b03c3,125,CCOC(=O)/C=C(/C)N,test,-1
769539383,10d51839b15b94f0ae56,126,CCOC(=O)/C=C(/C)N,test,-1
769539383,e66b24ec1e4dfa9a9a57,127,CCOC(=O)/C=C(/C)N,train_candidate,44
769539383,506597d02ff322a77a8d,128,CCOC(=O)/C=C(/C)N,train_candidate,229
769539383,d2951bd3bb1608688f0d,129,CCOC(=O)/C=C(/C)N,validation,-1
769539383,7d3c6ef279245ca08a2f,130,CCOC(=O)/C=C(/C)N,train_candidate,327
769539383,e6886d2fb3090517172b,131,CCOC(=O)/C=C(/C)N,train_candidate,235
769539383,d31d42caff135d7154c4,132,CCOC(=O)/C=C(/C)N,train_candidate,20
769539383,3d7aa38258001eb6ba67,133,CC(C)COC(=O)c1ccccc1,train_candidate,179
769539383,b3409bbbf3b06d73afca,134,CC(C)COC(=O)c1ccccc1,train_candidate,269
769539383,5ce75d3f6df6d318cb8a,135,CC(C)COC(=O)c1ccccc1,train_candidate,498
769539383,28f4ab2563d03e831cf0,136,CC(C)COC(=O)c1ccccc1,train_candidate,80
769539383,b95bbdf393e00f41a6df,137,CC(C)COC(=O)c1ccccc1,train_candidate,464
769539383,1e73138aa057a5e2b67f,138,CC(C)COC(=O)c1ccccc1,train_candidate,33
769539383,1319bf7018ee9b9a5b9f,139,CCOC(=O)c1ccccc1,train_candidate,267
769539383,99398d649f02f80651f1,140,CCOC(=O)c1ccccc1,train_candidate,154
769539383,240787bdbf2abc17e093,141,CCOC(=O)c1ccccc1,train_candidate,50
769539383,4afc7ef2732850bea176,142,CCOC(=O)c1ccccc1,train_candidate,375
769539383,181f6c7852b17df8f194,143,CCOC(=O)c1ccccc1,train_candidate,134
769539383,474238f822b0c38795c6,144,CCOC(=O)c1ccccc1,train_candidate,248
769539383,5eb80e21463443b22d14,145,CCOC(=O)c1ccccc1,train_candidate,304
769539383,f6e991e3dc3a3d3c5d89,146,COc1ccc(CCO)cc1,train_candidate,396
769539383,9991421da8e18008fc91,147,COc1ccc(CCO)cc1,train_candidate,264
769539383,9e93bad2014e7ab1a680,148,COc1ccc(CCO)cc1,test,-1
769539383,3d5dc8831f4c74f7b7d1,149,COc1ccc(CCO)cc1,train_candidate,98
769539383,d5a7e1d47a58e1323805,150,Cc1ccc(C(C)C)cc1,train_candidate,13
769539383,5c32bb6f3bbf72dcb37e,151,Cc1ccc(C(C)C)cc1,train_candidate,282
769539383,e545485bf1a51a3ea557,152,Cc1ccc(C(C)C)cc1,train_candidate,343
769539383,8ea9d90b217f4096f42f,153,Cc1ccc(C(C)C)cc1,train_candidate,143
769539383,9ed80c28328fabe87261,154,Cc1ccc(C(C)C)cc1,validation,-1
769539383,f1ea027f4cb80b10d15b,155,Cc1ccc(C(C)C)cc1,train_candidate,255
769539383,dcfc9eaebf799d451fdb,156,Cc1ccc(C(C)C)cc1,train_candidate,460
769539383,6c1f19a34a40cbf98728,157,CC(C)(O)CCc1ccccc1,train_candidate,328
769539383,cf45ee02778c0243ad50,158,CC(C)(O)CCc1ccccc1,train_candidate,0
769539383,88581d99a415bf271788,159,CC(C)(O)CCc1ccccc1,train_candidate,162
769539383,8753ab545dd1cf036a3a,160,CC(C)(O)CCc1ccccc1,train_candidate,431
769539383,d59d233a1606de5b6deb,161,CC(C)(O)CCc1ccccc1,train_candidate,394
769539383,964a62fb7d677de0f711,162,CC(C)CCOC(=O)c1ccccc1,train_candidate,112
769539383,f35f8782c107387233ed,163,CC(C)CCOC(=O)c1ccccc1,test,-1
769539383,4d602abaaf336ac523e4,164,CC(C)CCOC(=O)c1ccccc1,test,-1
769539383,4768b747981033fbdf34,165,CC(C)CCOC(=O)c1ccccc1,train_candidate,261
769539383,3df34ab1c0d58c86999e,166,CC(C)CCOC(=O)c1ccccc1,train_candidate,392
769539383,8b67a1246fe892b6581d,167,CC(C)CCOC(=O)c1ccccc1,train_candidate,259
769539383,2bafcbea1bb66eb60a71,168,CC(C)CCOC(=O)c1ccccc1,train_candidate,280
769539383,2beadb75e05408973f02,169,CCOC(=O)/C=C/c1ccccc1,train_candidate,263
769539383,dd7cae2667a1348a2caf,170,CCOC(=O)/C=C/c1ccccc1,train_candidate,377
769539383,56f1cecfc0c6c3d224be,171,CCOC(=O)/C=C/c1ccccc1,train_candidate,418
769539383,6278b7d64a22dbe3844e,172,CCOC(=O)/C=C/c1ccccc1,train_candidate,389
769539383,a75e421e756083edea35,173,CCOC(=O)/C=C/c1ccccc1,train_candidate,237
769539383,c9f7ab78e90454873661,174,CCOC(=O)/C=C/c1ccccc1,train_candidate,19
769539383,b36d7c12e6d3072467ee,175,CCOC(=O)/C=C/c1ccccc1,train_candidate,193
769539383,5dc7d31c57624ac47575,176,COc1ccc(C)cc1OC,train_candidate,485
769539383,7dea14d96460814919d3,177,COc1ccc(C)cc1OC,train_candidate,399
769539383,83a16763654b3b743265,178,COc1ccc(C)cc1OC,train_candidate,425
769539383,ee96bcc328a38cb12519,179,COc1ccc(C)cc1OC,train_candidate,289
769539383,62763fd48ebc7554402f,180,COc1ccc(C)cc1OC,train_candidate,234
769539383,dd29d0f859e11f70f4ec,181,COc1ccc(C)cc1OC,train_candidate,506
769539383,826e9f40c328ce2478ec,182,COc1ccc(C)cc1OC,train_candidate,91
769539383,2e684264400b651dae88,183,C1=Cc2ccccc2C1,train_candidate,1
769539383,e4f37e6e6def0eec724a,184,C1=Cc2ccccc2C1,train_candidate,231
769539383,fda6d7aa920e5400a222,185,C1=Cc2ccccc2C1,train_candidate,503
769539383,ee0eba88726c692c7f0c,186,C1=Cc2ccccc2C1,test,-1
769539383,c438c37de3a60de0e84a,187,C1=Cc2ccccc2C1,train_candidate,496
769539383,f51bc35441c8ba7713b6,188,C1=Cc2ccccc2C1,train_candidate,45
769539383,cb1bb21d54890633943c,189,C1=Cc2ccccc2C1,train_candidate,323
769539383,2e561b136ec088ba3eff,190,Cc1ccc(C)cc1,train_candidate,152
769539383,0d6f66d7971473a2cef9,191,Cc1ccc(C)cc1,test,-1
769539383,6950f8ebe95298defec5,192,Cc1ccc(C)cc1,train_candidate,345
769539383,1837a52df085e2fc70d1,193,Cc1ccc(C)cc1,test,-1
769539383,8067767b73f132489d46,194,Cc1ccc(C)cc1,train_candidate,360
769539383,bc3f10fed296515e66e5,195,Cc1ccc(C)cc1,train_candidate,298
769539383,369517a8e4fab7d4e0e5,196,Cc1ccc(C)cc1,train_candidate,63
769539383,acc1a540efdb60e4fa76,197,ClCCc1ccccc1,train_candidate,424
769539383,b849b02cc7a096ff6f6a,198,ClCCc1ccccc1,train_candidate,427
769539383,75b105d94d176eec90ba,199,ClCCc1ccccc1,test,-1
769539383,4699975b36aa2351be18,200,ClCCc1ccccc1,train_candidate,309
769539383,a2ecd7c05da585c2a35e,201,ClCCc1ccccc1,train_candidate,101
769539383,82843c7e3b9005c1abb0,202,ClCCc1ccccc1,train_candidate,252
769539383,216e9e13c0587f197c0b,203,ClCCc1ccccc1,train_candidate,260
