column,protocol,method,mean,std,median,min,max
25g,compound,additive_EA_control,1.4900453534358769,0.33408921533800984,1.5935505789692055,0.9414294313138255,1.8260250648693306
25g,compound,additive_policy,1.522873877291609,0.3517481533797634,1.6115921350424796,0.9568541045938815,1.8827253476035335
25g,compound,affine,1.6753129877870319,0.5940809726380644,1.6305672676158751,0.9685413198874377,2.6113890918111924
25g,compound,conditional_EA,1.4786893650010087,0.33271517700764147,1.575712457239144,0.9526725388731825,1.8327754578842006
25g,compound,conditional_policy,1.4839029365605438,0.33704429257031837,1.575712457239144,0.9567777247406679,1.8547381298143897
25g,compound,local_identity_shrinkage,1.523778922169814,0.35056428424688246,1.6305672607620103,0.9568541036523446,1.904817221254355
25g,compound,scale_only,1.607434063103165,0.31673823617820257,1.6528882895805332,1.0761216001167522,1.882725351982246
25g,compound,target_head_only,3.050010933534752,0.6050220499529603,3.2241848845646466,2.031680441471284,3.5026756633950105
25g,row,additive_EA_control,1.980393980869059,0.39874128523312397,1.933960268984514,1.4536153228419701,2.5311145173999683
25g,row,additive_policy,1.9711473673055226,0.3706087737205386,1.933960268984514,1.4536153228419701,2.412623764738611
25g,row,affine,2.08828285269644,0.5131638753897949,1.8793842038990083,1.5546903371129157,2.9019943212249912
25g,row,conditional_EA,1.9663729378325159,0.41185179819518425,1.8567521648474992,1.4247978803847319,2.5254402331837396
25g,row,conditional_policy,1.9505646488570316,0.3790937342899459,1.8567521648474992,1.4247978803847319,2.400367407832721
25g,row,local_identity_shrinkage,2.0209026580659755,0.39885759813161475,1.9616851047932637,1.502327274440154,2.5623178651827727
25g,row,scale_only,2.060120083652329,0.29916571543279186,1.970673753956549,1.6735982602070831,2.418613035820003
25g,row,target_head_only,3.3761261075741453,0.4227822167159692,3.308711620151842,2.913370636663604,3.9084299393424997
40g,compound,additive_EA_control,3.6308034848077795,0.5997746384650723,3.81576655436746,3.032170489854171,4.43825207939166
40g,compound,additive_policy,3.7044748646713215,0.6201223421431508,3.782315527329586,3.053470739961951,4.618610245495579
40g,compound,affine,3.9158491993151294,0.9801100605444406,3.865222130033492,3.053470694749054,5.526067696401775
40g,compound,conditional_EA,3.4169588482716597,0.40906489107005567,3.560539586549015,2.952415605401561,3.8426413848005274
40g,compound,conditional_policy,3.7044748646713215,0.6201223421431508,3.782315527329586,3.053470739961951,4.618610245495579
40g,compound,local_identity_shrinkage,3.704474873739536,0.6201223527726352,3.7823155416195213,3.0534706977302837,4.618610260591039
40g,compound,scale_only,3.601198119149578,0.44096646686139956,3.8562443317263844,3.0428559324595903,3.9517933483353676
40g,compound,target_head_only,7.719007446194655,0.3892438278967312,7.986357803010227,7.148987816108743,7.9984631658258944
40g,row,additive_EA_control,3.215445653618584,0.745492488241594,2.6894511315577327,2.6671462886198714,4.148615718231762
40g,row,additive_policy,3.235012137895784,0.728609982613454,2.765386498453048,2.6671462886198714,4.148615718231762
40g,row,affine,3.3201323346019023,0.8686837331673425,2.7330346087179813,2.669258602805028,4.517427002172536
40g,row,conditional_EA,3.089489411680078,0.7351519977376838,2.63213847987724,2.502920973773699,3.9176793703109656
40g,row,conditional_policy,3.122874407508172,0.7126356727910729,2.7990634590177113,2.502920973773699,3.9176793703109656
40g,row,local_identity_shrinkage,3.2862191527386018,0.7651180275264963,2.799063463966271,2.669258614764504,4.253063982190416
40g,row,scale_only,3.6348683067105343,0.6659909140589256,3.205558473625024,3.1180657745714058,4.588244089360969
40g,row,target_head_only,7.964391662670705,1.1220257689634106,8.217404878720753,6.775436141210098,9.463065169217405
8g,compound,additive_EA_control,0.7295025403140651,0.18537625061039828,0.6728103165922793,0.5362294138476175,1.0234847372483376
8g,compound,additive_policy,0.7379713879180978,0.18119986258768275,0.6813120516864196,0.534737478184437,1.0234847372483376
8g,compound,affine,0.8500906582151615,0.3045619432907011,0.8116442772228438,0.5178796983053492,1.339898428274626
8g,compound,conditional_EA,0.7523038859922127,0.21430964160522362,0.6727466205846505,0.5288342849138346,1.0957838489338525
8g,compound,conditional_policy,0.752833796017115,0.21144856206989227,0.6741470856056877,0.5358548439075753,1.0957838489338525
8g,compound,local_identity_shrinkage,0.7281613153948648,0.18377060906120482,0.6569715097330745,0.5427242539754972,1.022085639890671
8g,compound,scale_only,0.7348896768895964,0.2112968430101221,0.6813120231430356,0.5282931665558824,1.0653369243304462
8g,compound,target_head_only,0.7250077501000309,0.08369870420477955,0.7705998064205899,0.5790886146213632,0.7739658666652007
8g,row,additive_EA_control,0.7519625949760304,0.08887361977860879,0.7441755360667747,0.6423759757191267,0.8868769592200362
8g,row,additive_policy,0.7497863594884144,0.09204588289512505,0.7363698059468125,0.6314712291576486,0.8868769592200362
8g,row,affine,0.789131685627039,0.10442766558890508,0.7736122531641931,0.6659249201979217,0.953310966571907
8g,row,conditional_EA,0.7549255953266066,0.10246450709168284,0.7669203038041252,0.6035879510552173,0.8904423110444626
8g,row,conditional_policy,0.7529439628908434,0.09347615483943178,0.7380680814202123,0.6314712291576486,0.8909028598879664
8g,row,local_identity_shrinkage,0.7542202289643269,0.0916786918252825,0.745809931362563,0.6354780554476148,0.8909028525330681
8g,row,scale_only,0.7296547037495388,0.13628109952779188,0.7184369684557849,0.6170142301382201,0.9552686559917961
8g,row,target_head_only,0.678979997191512,0.11300412929383923,0.652608607388736,0.5382549520604002,0.8254678107915714
