sample_id,canonical_index,source_canonical_index,pred_V1,pred_V2,member_0_seed,member_0_V1_q50,member_0_V2_q50,member_1_seed,member_1_V1_q50,member_1_V2_q50,ensemble_variance_V1,ensemble_variance_V2,true_V1,true_V2,tail_flag,compound_id,standardized_abs_error_before_reveal,ensemble_score,round,strategy
9a7e5d6654f3c8576bda,2872,2872,2.2251133918762207,1.9099465012550354,42,2.8770792484283447,1.0144442319869995,525,1.5731475353240967,2.8054487705230713,0.8501189562194895,1.6038486285284037,6.508333333333334,12.591666666666669,False,COc1ccc(Br)cc1,0.6978356862699419,0.027881853061023892,1,random
cf5c7a2e1940e3c09dd5,1541,1541,2.2702972888946533,1.8048284649848938,42,3.0303101539611816,0.9851688146591187,525,1.510284423828125,2.624488115310669,1.155239110133266,1.343683884744344,29.533333333333335,48.38333333333333,False,O=CCCc1ccccc1,3.706657689066702,0.03394818786106025,1,random
60e1cb22d3dd7eda495a,822,822,3.125679135322571,2.9726763367652893,42,3.747204303741455,1.3155137300491333,525,2.5041539669036865,4.629838943481445,0.7725870699562449,5.49237581019657,5.325,11.304166666666667,False,C=CC(=O)OCCOc1ccccc1,0.45605645897786906,0.04436321680386707,1,random
761c3f82d640da44966c,3241,3241,2.8546977043151855,2.706105589866638,42,3.595149278640747,1.2861239910125732,525,2.114246129989624,4.126087188720703,1.0965370678424051,4.032695482168293,39.50833333333333,67.7,False,COc1cccc(OC)c1C=O,5.064822304363803,0.04522386728050294,1,random
bbcbd2c7595c98f12155,743,743,2.583343505859375,2.6045812368392944,42,2.701313018798828,1.8354270458221436,525,2.465373992919922,3.3737354278564453,0.027833611966343597,1.1831963391184956,1.1541666666666666,1.1791666666666667,False,CCOC(=O)Cc1ccccc1,0.15941644116494302,0.006244094355833165,1,random
20a3e65ac978c57b9f94,3253,3253,2.5542811155319214,2.1048494577407837,42,3.306835174560547,1.0130057334899902,525,1.801727056503296,3.196693181991577,1.1326752235209199,2.3842454363716854,6.1,11.85,False,O=Cc1c(Br)cccc1Br,0.6086704049747095,0.038315146839278336,1,random
77dcc64e3f31b0758f91,2697,2697,3.0694955587387085,2.7511427998542786,42,3.706087350845337,1.492118000984192,525,2.43290376663208,4.010167598724365,0.8104982195550576,3.1702868883397244,5.75,11.025,False,FC(F)(F)Oc1ccc(I)cc1,0.49127398027630437,0.03432064399063181,1,random
68aa4bc6d54ca748c7e1,3540,3540,4.278580665588379,2.90848046541214,42,5.805911064147949,0.9935895204544067,525,2.7512502670288086,4.823371410369873,4.665476292728272,7.3336146621622404,6.091666666666667,13.166666666666666,False,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1,0.49234925600966706,0.1460930536974859,1,random
ea9ef1bc8766196ca96d,3144,3144,4.7782193422317505,4.115687012672424,42,6.186888694763184,1.4860713481903076,525,3.3695499897003174,6.745302677154541,3.968698689522654,13.829757085779448,6.1,20.375,False,O=C(CC(=O)C(F)(F)F)c1ccc2ccccc2c1,0.6604076024181629,0.16006812423746622,1,random
db2709229820b71e283b,525,525,3.0294456481933594,2.672487497329712,42,3.9476122856140137,1.1888165473937988,525,2.111279010772705,4.156158447265625,1.6860599481447025,4.402558975367469,5.033333333333333,17.616666666666667,False,CCOC(=O)CC(=O)c1ccccc1,0.6679829799655752,0.06105863712378072,1,random
