selection_order,canonical_index,sample_id
0,2662,c65ac14ffed8749381c1
1,4022,cf8ab33c25ad391a584c
2,3891,1723e818bb3500feacec
3,3934,9ffee2813aef5c26f96f
4,3975,e5696fe9cdcea0b4680a
5,2395,67fa39740fcf946a3154
6,526,6b8ff4c027d9c4c2d75f
7,2566,b7cf293311f83700cd9a
8,350,37c15d90032e66347ed6
9,2655,a6a12fd9aa2dfc949207
10,1197,4d1e1e0eca90a46d77b2
11,2153,1395836aef00d6a880b0
12,16,19ac0f010c25e2c5360d
13,3814,b3d9bb5afa82b99f2a11
14,4023,4c46ceefd6147b1e0a7a
15,2581,51da06b530ccda00427a
16,1900,b85305d91a9e7cfa6005
17,1152,c5185bd663026c64c816
18,3912,cdaf95461fe3b3d80075
19,217,4a623eca5d2d51d3a0ca
20,2565,cdf40bcb3f4392f8d7d1
21,2191,bae9d67e095423d8edd2
22,825,c11d5c3acbc28dddd0cf
23,3579,7ac90b210e42d27c5a04
24,1971,9f3b75bc3a2c4004a893
25,141,bbb514661c0a49694d6a
26,1521,0d588f7534b7a34cb10a
27,1499,70cba7a21b5a01fb8e73
28,995,776ee2c1e85ebde75168
29,2005,5a7a5139767fda9f7e9a
30,3317,ff5dce68c6a7c86f1e2b
31,3604,44fcf641ccfa3b10a97c
32,3642,d3ffe87bbab76e5d5d56
33,1895,a01a137fa48c1391b9e7
34,3675,3f59bb6766ef6551502f
35,2692,ca467c94f14b2219503e
36,1442,619663c2b3ffb3a6c497
37,3634,05ae46c25f5bd347b3a1
38,2920,014a5a6687748dfc0ebf
39,1191,d1fba30478d2e47ba5a1
40,2370,4f88870ad666191b8ea7
41,3230,596bd04bfe916866f908
42,1374,fe7d7af2c919facfe5f5
43,2507,09b222eabddb5c300af9
44,1892,3e69cf586f3eb0f0fa8c
45,3377,01ceffc28813fe71d8bc
46,1147,5097ef8f92148f920ca4
47,3813,eb383b92fe958c91d272
48,1833,d3047299bd8817ee87dd
49,262,3ca8d2ff798fad4faffc
50,2277,b579bb037defe81a2b27
51,4006,be82391d6b3e742f1f26
52,2350,b324251a07260af49364
53,3770,0300244d8c6adba42302
54,3874,f4c58d48258027bb5485
55,1144,d1e71a8278523e7a10e3
56,3996,fe1a34b5975943e8f292
57,114,9249ed2c527f70995033
58,4018,52348febee6695107c49
59,1266,7fb4f90753d40dd25be0
60,4162,b37608f8c4a8ee4b8696
61,1886,baae4c016e087caeda81
62,1965,cd12334b3ac8c4cb255a
63,3969,f61d410c5d674ab2fa28
64,3066,b94677e12c4d6aa11d9b
65,2146,58394a71418a9623e18a
66,3459,780b13846ace50ede763
67,1186,6209df8dd01072ab8a47
68,2334,4e5ead91320bd24d485e
69,980,810b065b0b86ff8c9aae
70,1577,22214579a593fa764fe8
71,2183,e5c683a60b64d9cc299c
72,717,cb42a00d7b000827217c
73,4155,65fcce0299e031dedeb8
74,2251,66747ae127e03516ffda
75,124,f7cc49c21fea55ed9087
76,2285,aa83ae83c0fa0cc37777
77,2162,36d971e3231c54486d05
78,1720,d01d365af220241485ec
79,3905,8eaf61cc544233320cf2
80,3225,cdcabd704ebeeeca9183
81,3584,ffffcd6f3b9393846ab4
82,2447,b51b5dbcd2a38b174973
83,2680,bc2a96424966b655227f
84,4046,605436d35600502e8c2e
85,1211,23ef03f3e75e40b20095
86,174,3f1a96aa336ea0741b5a
87,2358,810b16f35a3a86f451ce
88,4025,d54c93a11164b4abac6e
89,1316,994a1f65509549a84ede
90,3624,c060c367e4e5bf6955cb
91,3357,19e5d078bc0eb8a91e1e
92,1805,f77af89ea66c96b304b5
93,3986,cac9ff0c40665baf313f
94,1371,534afc6bd39a8f7923d8
95,1432,44fdbadc2762d6900093
96,3480,f7bbba9684bf7983ccbf
97,1939,3b2c663a28a9f32bd1d3
98,1605,cd3c75eca39365e943e4
99,2365,87a651fc86ed976bd374
100,1812,5f02dc3c13f7f2daed32
101,1608,c11cd3254f56bcefba08
102,1853,a15744dbeb99bc224e40
103,2406,8fb7f07df563e78786b2
104,2583,80762b40f399bb68342a
105,3784,b55f143d53d9447725b8
106,2935,8c4e370263f89adb3bc6
107,2337,a19f98569910dc7fd6c4
108,3763,fa1bec4ee7db4191b72d
109,223,da2750836408eb0e09a7
110,2392,4d3dddb7f2bd6bdeb5ea
111,2878,1e850d84723efb0d7108
112,3927,1182373ab8814dbe2f43
113,2657,9ccd4f4f61665ec641fe
114,596,122fbec0df9ecf1c5d89
115,3902,658eecf514c6a6aa009d
116,77,591b1bb527d42e831f12
117,563,bc98537714d620facf79
118,99,d0c994e30d2f33948394
119,3659,fb057a32ef260665f35c
120,168,6a14c52ea5a2435a909a
121,2621,54be765bfa5d47a7d908
122,3059,41133662186c9c2cfc56
123,2151,59b54ad3a60a52cc2b2c
124,442,3fc05dc2025715e68174
125,1619,ce9886eee330bc401615
126,2640,860d9209afa98954aba5
127,1961,efdf8ecb78c9906ac5b4
128,1318,f15b726ca5b4897ed80c
129,134,e2f15590b7142490599b
130,1719,3f51f959f0d663b61716
131,3497,fca76818a51e7fb90fa9
132,3907,4da6e3b93f29af1efa94
133,2281,d49f2ae16cf70d54ccf4
134,3983,e55c8ef232b46d3a1ca9
135,4120,855456da9ea892f7216b
136,1119,9cad3bab10930468747d
137,1245,3d8166bc443a01f2e3b5
138,3889,79faae5899539a97f8d9
139,971,a185774933bd6bb12c07
140,3264,8f625c2f36dcacfc8ed5
141,3922,9ff9df9d0885684c7f41
142,2912,60c07f57327c89c83ae9
143,4132,f46da3c00b2199795e4c
144,3929,6b5982c6e1bbaadd6a95
145,860,c9ad01493d938f825117
146,2441,6f827d26c4f82a1bfa90
147,1734,89a9ddf69304993652d5
148,2189,316b7260106904f99ae8
149,1101,c3add4f9b8eb5e002281
150,1867,e8f592c469b2f3c136d8
151,1541,cf5c7a2e1940e3c09dd5
152,3793,bd9a1f4f201144d577d7
153,1253,22300151ccec3f1f1c24
154,2089,41adc20d963708a187a8
155,3194,975d484a29fb5011f336
156,2673,f96cee9775323fbf1d8b
157,3726,92a45835ad66971fb432
158,732,b7ebe910f1966ad518b8
159,3494,d78f8b8454ab35fb5472
160,10,16374e5b25572a4c37e5
161,4118,17ff889395addf7d6295
162,1059,18aafc3a2522f8cc2983
163,1904,1b610fb92b30df5ca03f
164,4156,6802f0b28c5a0c7b4c2a
165,3748,c40d715383d042030e93
166,1437,04e162e0c1261108b4a0
167,2600,d8fcb58722028dbf9c02
168,2617,e5ee0314a8e504395712
169,1826,e1820b06a1bf3612ff8c
170,408,93bcd806b8dcb8c0cab9
171,346,4c469be3d7348703d469
172,1829,815afa4c05f8c4e7ef9c
173,3867,6d00a25c0ca42a5cf2c1
174,2353,0c06011beeb8325569a8
175,1493,f6c49d6bc4b677f17278
176,1945,4d3b1628cd2311585f50
177,3578,8a5443659239e3b52e14
178,2448,96710afeabc594baa359
179,4077,9f450a70d44f4384353f
180,1785,b611d3bb1344a3e6a62a
181,266,3c041f5186a291c3b313
182,4137,b6dc1ec0dbd724128ce3
183,1207,04a2e8ad27ca641a3a12
184,3101,d3a7cf2d3d516c3324c7
185,1350,f2154987c401395b5c86
186,2296,5f00eba1a68a62f23d9b
187,707,931009eecbb6eaaecd32
188,1998,1c1d7ff3d6c495744916
189,3294,86fb9a8fd6633397d670
190,2561,7c0c324643799c918828
191,1715,538a434017b0e099f054
192,2002,e9e7a737df389d5fcc13
193,3895,2efa93ea474f798b712a
194,982,bd2e9fee67bbba1155df
195,3156,bd62986a3ea6d28161ec
196,158,42770dd6e8757a403d93
197,1724,d997636736faa38ac83a
198,1204,cf36dbeee8bb51632d84
199,1463,fe212637596386c24049
200,2413,0655d71fcec0d1c3c73f
201,512,bee82d193ec1ce4fde27
202,2917,3ae1262572c1d989fe91
203,3654,1775390f94178c3c9974
204,1301,3e78a776ac9b885d378a
205,292,29cb91974ec3630e8b9e
206,1513,30970941542856ce8eb1
