column,protocol,method,mean,std,median,min,max
25g,compound,affine,1.6753129877870319,0.5940809726380644,1.6305672676158751,0.9685413198874377,2.6113890918111924
25g,compound,linear_policy,1.5614087316399368,0.3604430982685989,1.63056726076201,0.9685413340800474,1.8827253550471152
25g,compound,local_identity_shrinkage,1.523778922169814,0.35056428424688246,1.6305672607620103,0.9568541036523446,1.904817221254355
25g,compound,monotone_spline,1.680085123165344,0.6066382278468067,1.6342828314448206,0.9629406589298437,2.639026523238368
25g,compound,nonlinear_policy,1.5548225909787952,0.3641943325391693,1.6342828314448206,0.9628381774442886,1.8827253550471152
25g,compound,scale_only,1.607434063103165,0.31673823617820257,1.6528882895805332,1.0761216001167522,1.882725351982246
25g,compound,shared_column_affine,1.5441972654796996,0.3733391160219245,1.6305672607620103,0.9568383783543997,1.9773286583289669
25g,compound,target_head_only,3.050010933534752,0.6050220499529603,3.2241848845646466,2.031680441471284,3.5026756633950105
25g,row,affine,2.08828285269644,0.5131638753897949,1.8793842038990083,1.5546903371129157,2.9019943212249912
25g,row,linear_policy,2.0090778922463555,0.33325573536790565,1.9706737529112965,1.554690342762753,2.421731342927742
25g,row,local_identity_shrinkage,2.0209026580659755,0.39885759813161475,1.9616851047932637,1.502327274440154,2.5623178651827727
25g,row,monotone_spline,2.0939423828025574,0.5331199366056149,1.8785425040879569,1.5487914102411846,2.947799253953892
25g,row,nonlinear_policy,2.0060450643082994,0.3348546822116074,1.9706737529112965,1.548971991143679,2.422406047619506
25g,row,scale_only,2.060120083652329,0.29916571543279186,1.970673753956549,1.6735982602070831,2.418613035820003
25g,row,shared_column_affine,2.0432636700148517,0.4652261358516999,1.882762156742885,1.4981856365526631,2.736280798376937
25g,row,target_head_only,3.3761261075741453,0.4227822167159692,3.308711620151842,2.913370636663604,3.9084299393424997
40g,compound,affine,3.9158491993151294,0.9801100605444406,3.865222130033492,3.053470694749054,5.526067696401775
40g,compound,linear_policy,3.9158491792491494,0.9801100022094946,3.865222130187918,3.0534706977302837,5.526067573143881
40g,compound,local_identity_shrinkage,3.704474873739536,0.6201223527726352,3.7823155416195213,3.0534706977302837,4.618610260591039
40g,compound,monotone_spline,3.946013358702036,1.0546245353618309,3.8560100904706505,3.0521018123636745,5.70324655670993
40g,compound,nonlinear_policy,3.947216861334764,1.0535476054954092,3.8560100904706505,3.0526173979167317,5.70324655670993
40g,compound,scale_only,3.601198119149578,0.44096646686139956,3.8562443317263844,3.0428559324595903,3.9517933483353676
40g,compound,shared_column_affine,3.5349441963252417,0.36969179975683597,3.747137311089678,3.0436766510635254,3.856263716361706
40g,compound,target_head_only,7.719007446194655,0.3892438278967312,7.986357803010227,7.148987816108743,7.9984631658258944
40g,row,affine,3.3201323346019023,0.8686837331673425,2.7330346087179813,2.669258602805028,4.517427002172536
40g,row,linear_policy,3.3182745879064894,0.865487140429132,2.7330346186749,2.669258614764504,4.508138272487225
40g,row,local_identity_shrinkage,3.2862191527386018,0.7651180275264963,2.799063463966271,2.669258614764504,4.253063982190416
40g,row,monotone_spline,3.316333536756364,0.89074115079393,2.711468391166826,2.658984798159857,4.550498064899924
40g,row,nonlinear_policy,3.336821219118035,0.9263833567828086,2.711468391166826,2.659531929171035,4.6523893456971
40g,row,scale_only,3.6348683067105343,0.6659909140589256,3.205558473625024,3.1180657745714058,4.588244089360969
40g,row,shared_column_affine,3.221485081703912,0.6931233165415827,2.745180777175048,2.6732198534896336,3.9812688368592686
40g,row,target_head_only,7.964391662670705,1.1220257689634106,8.217404878720753,6.775436141210098,9.463065169217405
8g,compound,affine,0.8500906582151615,0.3045619432907011,0.8116442772228438,0.5178796983053492,1.339898428274626
8g,compound,linear_policy,0.7673539524878411,0.2299864906954379,0.6813120171876652,0.5358548533829092,1.1423387216106746
8g,compound,local_identity_shrinkage,0.7281613153948648,0.18377060906120482,0.6569715097330745,0.5427242539754972,1.022085639890671
8g,compound,monotone_spline,0.8623617637352746,0.330475756256553,0.8149460423846234,0.5175676628644047,1.4021711660853877
8g,compound,nonlinear_policy,0.8097432348604668,0.3193064633678177,0.6813120171876652,0.538091111209639,1.3557251889970623
8g,compound,scale_only,0.7348896768895964,0.2112968430101221,0.6813120231430356,0.5282931665558824,1.0653369243304462
8g,compound,shared_column_affine,0.7797936872213553,0.24224296516522648,0.7016955706685568,0.5178796986549047,1.153934472313378
8g,compound,target_head_only,0.7250077501000309,0.08369870420477955,0.7705998064205899,0.5790886146213632,0.7739658666652007
8g,row,affine,0.789131685627039,0.10442766558890508,0.7736122531641931,0.6659249201979217,0.953310966571907
8g,row,linear_policy,0.7601885819598374,0.11873411172074567,0.7305337614747796,0.6406172813726286,0.9552686674964298
8g,row,local_identity_shrinkage,0.7542202289643269,0.0916786918252825,0.745809931362563,0.6354780554476148,0.8909028525330681
8g,row,monotone_spline,0.7902385943653563,0.10480993383981398,0.7733270771581376,0.6646145234029741,0.9528066260904475
8g,row,nonlinear_policy,0.761547371960817,0.11799349957756926,0.7305077272395276,0.6405095848092218,0.9552686674964298
8g,row,scale_only,0.7296547037495388,0.13628109952779188,0.7184369684557849,0.6170142301382201,0.9552686559917961
8g,row,shared_column_affine,0.7567193163959309,0.10258967533026987,0.7172311080251392,0.6659249226813267,0.9310628184704263
8g,row,target_head_only,0.678979997191512,0.11300412929383923,0.652608607388736,0.5382549520604002,0.8254678107915714
