column,protocol,method,mean,std,median,min,max
25g,compound,conditional_EA,1.4786893650010087,0.3327151770076415,1.575712457239144,0.9526725388731824,1.8327754578842008
25g,compound,conditional_policy,1.4839029365605438,0.33704429257031837,1.575712457239144,0.956777724740668,1.8547381298143897
25g,compound,local_identity_shrinkage,1.5237789205008052,0.3505642825054797,1.6305672505694,0.9568541044099956,1.904817220316651
25g,compound,scale_only,1.6074340569592802,0.3167382267548142,1.6528882691259272,1.0761216118729813,1.8827253476035335
25g,compound,source_anchored_full,4.402364130580384,0.865127354266177,4.553557825954253,3.0116407165709633,5.225892234123407
25g,compound,source_anchored_shallow,3.2968197958275427,0.6225015621476098,3.4422389886009697,2.28270810164351,3.931631591607799
25g,compound,standard_full_finetune,3.1719108413738617,0.8153236328042215,3.1039643312092458,2.2824635620272447,4.24712827006198
25g,compound,standard_shallow_finetune,2.06735157055214,0.3407008270966737,2.1008448099145425,1.5310259368775336,2.436011090734052
25g,compound,target_head_only,3.050010933534752,0.6050220499529603,3.2241848845646466,2.031680441471284,3.5026756633950105
25g,row,conditional_EA,1.9663729378325159,0.4118517981951842,1.8567521648474992,1.424797880384732,2.5254402331837396
25g,row,conditional_policy,1.9505646488570316,0.3790937342899458,1.8567521648474992,1.424797880384732,2.400367407832721
25g,row,local_identity_shrinkage,2.0209026595834385,0.3988576059895632,1.9616851046274784,1.5023272661706963,2.562317875134083
25g,row,scale_only,2.0601200832327016,0.2991657163971457,1.9706737460043864,1.673598265284239,2.41861303571662
25g,row,source_anchored_full,4.517008593648297,0.6587582562989525,4.233084930306208,3.918764911635739,5.512440419526776
25g,row,source_anchored_shallow,2.9390806419050586,0.3428410039747694,2.7888830062155887,2.5520065935212313,3.3533087933135075
25g,row,standard_full_finetune,2.9470293449158818,0.6800531846057627,2.6822385590807083,2.2908852448468067,3.992549011396883
25g,row,standard_shallow_finetune,2.116628680556677,0.46137058899333955,1.8761698277039176,1.646016023551179,2.7235496389719924
25g,row,target_head_only,3.3761261075741453,0.4227822167159695,3.308711620151842,2.913370636663604,3.9084299393425
40g,compound,conditional_EA,3.4169588482716597,0.40906489107005567,3.560539586549015,2.952415605401561,3.8426413848005274
40g,compound,conditional_policy,3.7044748646713215,0.6201223421431508,3.782315527329586,3.053470739961951,4.618610245495579
40g,compound,local_identity_shrinkage,3.7044748616927556,0.6201223369446597,3.782315527329586,3.0534707402058117,4.618610231138498
40g,compound,scale_only,3.6011981003292477,0.44096645503427523,3.856244295379424,3.042855897514548,3.9517933125004623
40g,compound,source_anchored_full,9.11765850398075,0.46322617880933076,9.248375796277625,8.394394174561846,9.537599744476683
40g,compound,source_anchored_shallow,6.211198470945433,0.6742681788816455,6.273561598041213,5.094291492380447,6.7880017100185315
40g,compound,standard_full_finetune,7.235917462596282,2.0762568564160206,6.843035522494904,5.335305430531572,10.679689201674613
40g,compound,standard_shallow_finetune,3.9589072748176397,0.3838190605579741,4.021507949814553,3.373384413992817,4.3266004792638855
40g,compound,target_head_only,7.719007446194655,0.3892438278967312,7.986357803010227,7.148987816108743,7.9984631658258944
40g,row,conditional_EA,3.089489411680078,0.7351519977376838,2.63213847987724,2.502920973773699,3.9176793703109656
40g,row,conditional_policy,3.122874407508172,0.7126356727910729,2.7990634590177113,2.502920973773699,3.9176793703109656
40g,row,local_identity_shrinkage,3.286219145443225,0.7651180174704911,2.7990634590177113,2.6692586198975414,4.253063950574229
40g,row,scale_only,3.6348682969470025,0.6659909088038836,3.2055584590202337,3.1180657761562647,4.588244066789928
40g,row,source_anchored_full,8.787217263235679,1.3701699261744695,8.998819612230037,7.216304963489184,10.59107309986995
40g,row,source_anchored_shallow,5.818151920982453,1.0999165184374582,5.646511091696843,4.677456365426287,7.4990288647464
40g,row,standard_full_finetune,5.372813881130208,0.7037598864601808,5.681594724384312,4.46783215644618,6.007891525089888
40g,row,standard_shallow_finetune,3.479648261103493,0.5298627183373811,3.346501749832034,3.119175393994811,4.397478165107115
40g,row,target_head_only,7.964391662670705,1.1220257689634106,8.217404878720753,6.775436141210098,9.463065169217405
8g,compound,conditional_EA,0.7523038859922127,0.21430964160522362,0.6727466205846505,0.5288342849138346,1.0957838489338525
8g,compound,conditional_policy,0.752833796017115,0.21144856206989227,0.6741470856056877,0.5358548439075753,1.0957838489338525
8g,compound,local_identity_shrinkage,0.7281613207499132,0.18377061867150674,0.6569715004599619,0.5427242444390272,1.022085658772582
8g,compound,scale_only,0.7348896838900301,0.21129685184165012,0.6813120516864196,0.5282931557287878,1.0653369356897546
8g,compound,source_anchored_full,1.404785671588157,0.21519553953199816,1.3531399663755437,1.1969523061506788,1.6418201712033744
8g,compound,source_anchored_shallow,1.0153876539291677,0.0731125748520481,1.022968627697712,0.9025150964573444,1.1004063637998038
8g,compound,standard_full_finetune,1.3989613019743623,0.11489994403599414,1.3915490490727924,1.2183542283104016,1.5114163656300568
8g,compound,standard_shallow_finetune,0.8231524288415866,0.10904469725623157,0.8153908499588933,0.6777152661136802,0.968828831670932
8g,compound,target_head_only,0.7250077501000309,0.08369870420477955,0.7705998064205899,0.5790886146213632,0.7739658666652007
8g,row,conditional_EA,0.7549255953266066,0.10246450709168284,0.7669203038041252,0.6035879510552173,0.8904423110444626
8g,row,conditional_policy,0.7529439628908434,0.09347615483943178,0.7380680814202123,0.6314712291576486,0.8909028598879664
8g,row,local_identity_shrinkage,0.7542202287165375,0.09167869666358433,0.7458099232889418,0.6354780471220326,0.8909028598879664
8g,row,scale_only,0.7296547016130313,0.13628111135193474,0.7184369525919985,0.6170142195823138,0.955268677380874
8g,row,source_anchored_full,1.2068495476249175,0.22966096359042204,1.1234121540436688,0.9980492526796564,1.4910023057860262
8g,row,source_anchored_shallow,0.9227213469936129,0.11579538989124642,0.9301631696892482,0.8044290724359293,1.1008092736037234
8g,row,standard_full_finetune,1.2561352801634875,0.22365435481789037,1.2964244683546922,0.8886388206927942,1.501012565028151
8g,row,standard_shallow_finetune,0.7250580399621975,0.10268619568546311,0.7193210725304547,0.629442404755887,0.881083523898138
8g,row,target_head_only,0.678979997191512,0.11300412929383923,0.652608607388736,0.5382549520604002,0.8254678107915714
