sample_id,canonical_index,source_canonical_index,pred_V1,pred_V2,member_0_seed,member_0_V1_q50,member_0_V2_q50,member_1_seed,member_1_V1_q50,member_1_V2_q50,ensemble_variance_V1,ensemble_variance_V2,true_V1,true_V2,tail_flag,compound_id,standardized_abs_error_before_reveal,ensemble_score,round,strategy
1a53d7b807a4a60e963e,1536,1536,2.3274218440055847,1.8654871881008148,42,3.0567800998687744,0.9894866347312927,525,1.598063588142395,2.741487741470337,1.0639269307915882,1.5347539390074179,10.533333333333331,23.358333333333334,False,O=CCCc1ccccc1,1.3722448610609161,0.03266653451566679,2,random
8caaa3c9c24903be7feb,1702,1702,1.6914146542549133,2.016114294528961,42,1.813185453414917,1.4138041734695435,525,1.5696438550949097,2.618424415588379,0.029656255056131897,0.7255549638612209,5.791666666666667,7.575,False,C=CC(=O)OCC(F)(F)F,0.5078094207468659,0.0041298644228873055,2,random
75adc7367152310b089f,3206,3206,4.0751237869262695,2.452471673488617,42,5.321014881134033,1.2205508947372437,525,2.829232692718506,3.6843924522399902,3.1044892372524373,3.03525761023878,5.191666666666666,11.441666666666666,False,O=C(c1ccccc1)C1CCCCC1,0.394937038529211,0.0885152403996333,2,random
61dbe9e57a7fb4f978a7,3070,3070,3.3641927242279053,3.204339385032654,42,3.9785444736480713,2.6466217041015625,525,2.7498409748077393,3.762057065963745,0.7548561440312369,0.6220980232463091,4.233333333333333,7.625,False,Brc1ccc(Br)c2ccccc12,0.21896071300085657,0.020975881044241206,2,random
82b206c9170ddc70fe8a,3300,3300,2.9364904165267944,3.1503297090530396,42,3.22594952583313,2.360517978668213,525,2.647031307220459,3.940141439437866,0.1675731519208341,1.2476051389069482,3.908333333333333,11.308333333333334,False,O=Cc1cc(C(F)(F)F)ccc1Br,0.35521416598394484,0.009887856284537793,2,random
b91e448ccb931eab3abc,1343,1343,2.1727935671806335,2.072604715824127,42,2.354844808578491,1.6023107767105103,525,1.9907423257827759,2.542898654937744,0.06628530898900209,0.4423527783340049,4.233333333333333,10.341666666666669,False,COc1ccc(Cl)cc1,0.4431851061113316,0.0036700685729965563,2,random
27bac953781c17a3a74b,2060,2060,4.517657518386841,3.954594671726227,42,5.339542388916016,1.7839184999465942,525,3.695772647857666,6.125270843505859,1.3509894808095169,9.423670085463762,6.375,14.508333333333333,False,O=C(c1ccccc1)c1ccc([N+](=O)[O-])cc1,0.5059175700947104,0.07672445360970816,2,random
df93501912d2cfcfbc41,173,173,2.681210696697235,2.3434653878211975,42,3.5681610107421875,1.2154206037521362,525,1.7942603826522827,3.471510171890259,1.5733617191688793,2.54497006973083,10.45,21.7,False,CCOC(=O)c1ccc(F)cc1,1.265108530805475,0.04960631355859223,2,random
a00b9b271e1fe3ae2351,1952,1952,2.5882374048233032,2.5195687413215637,42,2.953643321990967,1.977598786354065,525,2.2228314876556396,3.0615386962890625,0.2670429686022828,0.5874628641749453,3.8666666666666663,10.108333333333333,False,COC(=O)c1ccc(I)cc1,0.35937005460899035,0.00915280270053129,2,random
f7fb42420a42f45b9cca,2812,2812,2.6412026286125183,2.438650071620941,42,3.4594314098358154,1.1967557668685913,525,1.8229738473892212,3.680544376373291,1.3389966768443244,3.084602928352645,5.733333333333333,10.858333333333333,False,FC(F)(F)Oc1ccccc1I,0.5280999881854415,0.04654887827429755,2,random
3f14d2a4f33426108e41,628,628,2.4073047637939453,2.33054119348526,42,2.5897562503814697,1.7874139547348022,525,2.224853277206421,2.8736684322357178,0.0665770899159952,0.5899743949453935,4.095833333333333,8.2375,False,CC(=O)c1ccc(C)cc1,0.3333298412629146,0.004373083807229887,2,random
6defbf00ecb558b77d50,1494,1494,4.17117166519165,2.483582466840744,42,5.691324234008789,0.952335774898529,525,2.6510190963745117,4.014829158782959,4.621727664962691,4.689432863167953,8.75,16.75,False,c1ccc(CNCc2ccccc2)cc1,0.8437602900068948,0.13257995942993153,2,random
7a2d11133b002d4183f0,3124,3124,2.6639289259910583,2.013029456138611,42,3.4812965393066406,0.8713343143463135,525,1.846561312675476,3.154724597930908,1.3361796305944225,2.606935593584268,4.991666666666666,13.216666666666669,False,COc1ccc(Br)c(CBr)c1,0.5645928618001695,0.04422932680388124,2,random
bfbe491a54086b98874d,4007,4007,2.775500774383545,2.6646616458892822,42,3.513404607772827,1.2962379455566406,525,2.0375969409942627,4.033085346221924,1.0890041346611952,3.7451668472641586,10.833333333333334,38.69166666666667,False,CC(=O)Oc1ccc(C=O)cc1,1.8598002079751517,0.043688106656523916,2,random
41133662186c9c2cfc56,3059,3059,3.0340263843536377,2.2761818170547485,42,3.890190362930298,1.240570068359375,525,2.1778624057769775,3.311793565750122,1.4660335164244316,2.144983388071779,4.883333333333334,11.083333333333334,False,Brc1ccc2c(c1)OCO2,0.44533073789492983,0.04515499015277707,2,random
0054790b9c9f40026ebe,308,308,2.848561108112335,1.8204349279403687,42,3.8532564640045166,1.1429336071014404,525,1.8438657522201538,2.497936248779297,2.018825516302634,0.9180160794769847,6.058333333333334,15.116666666666667,False,C1=Cc2ccccc2C1,0.7046206699402606,0.05258270114363244,2,random
712efbedcb59418d3a25,789,789,2.6988611221313477,2.070656180381775,42,3.620122194290161,1.0286283493041992,525,1.7776000499725342,3.1126840114593506,1.697443926150413,2.171644001480473,9.691666666666666,16.825,False,CCCCC(=O)c1ccccc1,1.0471165023547995,0.05081189682325642,2,random
e77a5ea8e6dbb0adcf81,771,771,3.1446304321289062,2.389251947402954,42,3.686584711074829,1.1750209331512451,525,2.6026761531829834,3.603482961654663,0.5874288809355903,2.948713911941468,4.625,6.391666666666667,False,CCCCC(=O)c1ccccc1,0.25185000762972015,0.027944088098049335,2,random
7571d4719ffcd43a7258,534,534,1.7700015306472778,1.6925653219223022,42,2.034961700439453,1.0084800720214844,525,1.5050413608551025,2.37665057182312,0.14040778315259672,0.9359452582637289,5.883333333333334,12.675,False,COC(=O)CC(C)=O,0.6950275155276266,0.00776905903430248,2,random
2e181a70e997f2b6d728,1511,1511,2.216174900531769,1.7005230486392975,42,2.9999659061431885,0.8401816487312317,525,1.4323838949203491,2.5608644485473633,1.228656680954721,1.4803746487915408,7.583333333333333,16.55,False,CC(C)=CCC/C(C)=C/C=O,0.9247176502360592,0.036347525646999654,2,random
3f4719508812e3125a84,1927,1927,3.2693183422088623,2.899950921535492,42,3.5385401248931885,1.5544694662094116,525,3.000096559524536,4.245432376861572,0.1449607365434531,3.620640693252774,5.158333333333333,14.133333333333333,False,CC(=O)c1ccc([N+](=O)[O-])cc1,0.531700151022763,0.02053631652442623,2,random
65f6e8326897810ec715,1933,1933,3.094972252845764,2.6814956665039062,42,3.7158143520355225,1.3628525733947754,525,2.474130153656006,4.000138759613037,0.7708898242526914,3.477639214008832,13.1,31.191666666666663,False,CC(=O)c1ccc([N+](=O)[O-])cc1,1.7522455624067312,0.03482309599493048,2,random
f902397116230fb405c0,2257,2257,3.6863707304000854,2.8047651052474976,42,4.5601983070373535,1.6452391147613525,525,2.8125431537628174,3.9642910957336426,1.5271492673835212,2.6890010452257513,5.025,12.158333333333331,False,Brc1ccc2ccccc2c1,0.4246147100702357,0.04918084872899358,2,random
c77f31cb02185dc79f0b,3817,3817,2.7277653217315674,2.6078255772590637,42,2.838566303253174,1.7242287397384644,525,2.616964340209961,3.491422414779663,0.024553715012302746,1.561486742552809,3.975,8.041666666666666,False,CCCCCCC(=O)c1ccccc1,0.2829735568496183,0.007949350233993195,2,random
81ac865dd40a21b73e6d,3749,3749,2.7218968272209167,2.397380292415619,42,3.4787256717681885,1.1952944993972778,525,1.965067982673645,3.59946608543396,1.1455797998775168,2.890020507553068,5.25,15.641666666666667,False,COc1ccccc1C(C)=O,0.6501431434326883,0.0410083406866632,2,random
